FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths,Confirmed,Population,Land_area,Population Density
13213,Murray County,GA,46.6,30292.0,42,4041,39973,344.47,116.04203559090776
35005,Chaves County,NM,55.6,47845.0,115,7221,65157,6065.28,10.742620291231402
48291,Liberty County,TX,53.6,64361.0,43,6124,91628,1158.42,79.09739127432192
48457,Tyler County,TX,44.4,17499.0,15,1380,19798,924.5,21.41481882098432
08087,Morgan County,CO,60.5,21551.0,13,1940,29111,1280.43,22.73533109970869
17089,Kane County,IL,77.4,399424.0,200,58683,516522,520.06,993.1969388147522
25009,Essex County,MA,83.2,622395.0,539,78500,809829,492.56,1644.1225434464836
32009,Esmeralda County,NV,45.9,750.0,1,54,729,3581.88,0.2035244061777613
12047,Hamilton County,FL,41.2,11684.0,31,1193,14004,513.79,27.256272017750444
36025,Delaware County,NY,64.3,36926.0,21,3436,44308,1442.44,30.717395524250573
29186,Ste. Genevieve County,MO,55.1,13983.0,5,1268,18479,499.15,37.02093559050386
12127,Volusia County,FL,68.8,456508.0,1180,48937,553543,1101.03,502.750152130278
42117,Tioga County,PA,54.8,32510.0,28,2612,41045,1133.79,36.20158935958158
45069,Marlboro County,SC,52.8,20934.0,20,3458,26667,479.67,55.59447119894928
05055,Greene County,AR,53.1,34308.0,48,5913,45736,577.7,79.16911891985458
47185,White County,TN,52.7,21387.0,15,2649,27351,376.67,72.6126317466217
36067,Onondaga County,NY,83.6,363436.0,216,56355,476516,778.39,612.1815542337389
12061,Indian River County,FL,77.0,134897.0,363,13883,159788,502.87,317.7521029291865
21207,Russell County,KY,56.5,13863.0,27,2553,17991,253.66,70.92564850587401
47095,Lake County,TN,40.2,6010.0,10,780,7005,165.78,42.2547955121245
38077,Richland County,ND,61.6,12641.0,2,1277,16529,1435.78,11.51220939141094
02198,Prince of Wales-Hyder Census Area,AK,60.8,4821.0,4,1036,5753,3922.87,1.4665283325728358
54037,Jefferson County,WV,74.2,44559.0,40,6716,57701,209.64,275.2385041022705
05011,Bradley County,AR,69.6,8180.0,11,1125,10545,649.23,16.242317822651447
41019,Douglas County,OR,62.9,89613.0,101,8376,111201,5036.08,22.08086448189862
55047,Green Lake County,WI,67.6,14772.0,16,1821,19018,349.44,54.42422161172161
21131,Leslie County,KY,63.7,7764.0,12,1599,10513,400.84,26.22742241293284
18043,Floyd County,IN,67.7,60795.0,69,7865,80484,147.94,544.0313640665134
18141,St. Joseph County,IN,70.9,208208.0,189,20626,272912,457.85,596.0729496560008
29121,Macon County,MO,50.8,11637.0,23,1190,15209,801.23,18.98206507494727
35035,Otero County,NM,72.7,52062.0,57,5500,67839,6613.21,10.25810461182996
19149,Plymouth County,IA,65.3,18868.0,14,1368,25698,862.89,29.78131627438028
31027,Cedar County,NE,53.2,6283.0,2,370,8380,740.31,11.319582337129042
12079,Madison County,FL,53.6,15088.0,53,2496,17968,695.95,25.81794669157267
13241,Rabun County,GA,53.4,14298.0,23,1085,16883,369.99,45.63096299899997
08014,Broomfield County,CO,90.0,54894.0,24,7629,74112,33.03,2243.77838328792
21219,Todd County,KY,55.1,9037.0,8,1100,12243,374.5,32.691588785046726
41035,Klamath County,OR,61.2,53550.0,63,6581,69413,5941.05,11.683624948451872
01051,Elmore County,AL,57.0,63080.0,55,9124,87977,618.49,142.24482206664618
18129,Posey County,IN,57.7,19900.0,12,2557,25222,409.57,61.58165881290134
26161,Washtenaw County,MI,79.9,299837.0,147,47451,372258,705.97,527.3000269133249
19169,Story County,IA,68.0,81098.0,28,6502,98537,572.82,172.02087915924722
30057,Madison County,MT,51.4,7283.0,3,601,8623,3587.48,2.4036370934472107
40135,Sequoyah County,OK,50.1,31927.0,13,4214,39281,673.27,58.34360657685624
18159,Tipton County,IN,55.2,12064.0,20,972,15359,260.54,58.950640976433554
51089,Henry County,VA,46.5,40871.0,63,5873,50948,382.33,133.25661078126225
29083,Henry County,MO,55.8,17065.0,23,2097,21946,696.95,31.488629026472484
36097,Schuyler County,NY,71.7,14503.0,5,1510,17898,328.33,54.51222855054366
38099,Walsh County,ND,69.6,8197.0,0,1031,10563,1281.93,8.239919496384358
13277,Tift County,GA,49.7,30600.0,37,3679,41344,258.92,159.67866522477985
21133,Letcher County,KY,63.3,16877.0,37,3226,21548,337.91,63.76845905714539
39173,Wood County,OH,69.0,104261.0,64,11190,132248,617.21,214.26742923802271
47005,Benton County,TN,53.9,12951.0,15,1724,15864,394.14,40.24965748211296
19175,Union County,IA,62.0,9514.0,9,671,12138,423.65,28.651009087690312
18065,Henry County,IN,63.4,38234.0,52,3983,48914,391.88,124.8188220883944
46031,Corson County,SD,66.1,2592.0,2,328,3902,2469.69,1.57995537901518
48283,La Salle County,TX,73.4,6038.0,8,838,6664,1486.69,4.482440858551548
24041,Talbot County,MD,83.5,30414.0,28,2343,37526,268.54,139.74082073434124
47097,Lauderdale County,TN,47.0,19960.0,30,2777,25143,471.99,53.27019640246616
17021,Christian County,IL,58.7,25804.0,25,4474,34032,709.38,47.97428740590375
51013,Arlington County,VA,81.4,193888.0,44,30548,238643,25.97,9189.179822872546
13173,Lanier County,GA,33.4,7929.0,9,879,9877,185.26,53.31426103854043
01053,Escambia County,AL,45.7,28407.0,26,3653,36757,945.08,38.89300376687687
48215,Hidalgo County,TX,88.9,589575.0,411,100029,870781,1570.87,554.3304028977574
35001,Bernalillo County,NM,80.1,534057.0,670,72615,676444,1160.83,582.7244299337543
19119,Lyon County,IA,55.1,8453.0,8,623,11934,587.65,20.308006466434104
05041,Desha County,AR,73.0,8491.0,5,1248,11395,768.15,14.834342250862464
38041,Hettinger County,ND,51.7,1871.0,1,282,2489,1132.22,2.1983360124357456
41003,Benton County,OR,81.0,78040.0,31,12570,95184,675.94,140.81723229872472
42133,York County,PA,70.4,350349.0,339,41754,456438,904.18,504.80877701342655
20183,Smith County,KS,54.2,2841.0,4,164,3570,895.47,3.9867332238935975
47165,Sumner County,TN,58.7,146577.0,174,18575,196281,529.45,370.7262253281707
56015,Goshen County,WY,47.9,10619.0,5,1524,12498,2225.39,5.616094257635741
29105,Laclede County,MO,47.8,26892.0,26,2540,36039,764.72,47.127053039020815
21235,Whitley County,KY,56.2,27093.0,72,4881,36712,437.83,83.84989607838659
37197,Yadkin County,NC,60.5,29851.0,33,4970,37214,334.83,111.14296807335066
29129,Mercer County,MO,46.0,2753.0,4,245,3538,453.84,7.795698924731183
17169,Schuyler County,IL,64.6,5535.0,3,892,6902,437.27,15.78429803096485
54109,Wyoming County,WV,61.7,16232.0,49,3538,21382,499.45,42.811092201421566
13153,Houston County,GA,62.8,117543.0,81,16364,163633,375.54,435.72721947062894
29033,Carroll County,MO,62.1,6723.0,6,598,8495,694.62,12.229708329734244
40083,Logan County,OK,42.7,37172.0,36,4950,49555,743.83,66.62140542865977
13269,Taylor County,GA,54.9,6422.0,12,737,7816,376.69,20.74915713185909
48505,Zapata County,TX,77.0,9491.0,9,1427,13889,998.41,13.911118678699133
19151,Pocahontas County,IA,65.3,5138.0,2,421,7078,577.24,12.261797519229436
12097,Osceola County,FL,86.5,285151.0,632,46706,388656,1327.45,292.7839089984557
19133,Monona County,IA,66.1,6713.0,8,475,8751,694.07,12.608238362124856
37065,Edgecombe County,NC,60.1,39904.0,28,6352,48900,505.34,96.76653342304192
48019,Bandera County,TX,60.0,19305.0,14,1232,20851,790.96,26.361636492363708
37175,Transylvania County,NC,65.8,29099.0,25,2406,32986,378.53,87.14236652312896
13113,Fayette County,GA,75.8,88100.0,82,9780,119194,194.34,613.3271585880416
55135,Waupaca County,WI,64.2,40690.0,40,4215,51812,747.71,69.29424509502347
28109,Pearl River County,MS,59.8,42971.0,34,6134,56145,810.86,69.24129936117208
13299,Ware County,GA,49.2,27062.0,34,2980,36251,892.46,40.61918741456199
55009,Brown County,WI,76.2,202324.0,199,32119,268740,529.71,507.3342017330237
26013,Baraga County,MI,71.9,6811.0,7,748,8158,898.26,9.082002983545967
17105,Livingston County,IL,61.1,27965.0,22,4428,35815,1044.29,34.29602888086643
12067,Lafayette County,FL,47.6,6744.0,35,658,8226,543.41,15.13774130030732
54099,Wayne County,WV,64.1,31468.0,36,4025,38982,505.98,77.04257085260286
29073,Gasconade County,MO,61.0,11679.0,17,1053,14794,517.8,28.57087678640402
12017,Citrus County,FL,64.5,127662.0,529,12143,153843,581.7,264.4713769984528
47183,Weakley County,TN,46.0,26917.0,58,3352,32902,580.36,56.69239782204149
30107,Wheatland County,MT,45.1,1673.0,1,129,2069,1423.2,1.4537661607644743
