FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths,Confirmed,Population,Land_area,Population Density
12027,DeSoto County,FL,53.1,30849.0,52,2300,33976,637.06,53.3324961542084
28075,Lauderdale County,MS,61.9,56837.0,43,5958,72984,703.63,103.72496908886772
35039,Rio Arriba County,NM,88.6,29944.0,36,3422,40363,5860.84,6.88689675882638
42047,Elk County,PA,65.2,24173.0,23,1756,30990,827.36,37.45648810674918
02185,North Slope Borough,AK,44.5,7201.0,2,1455,11031,88695.41,0.1243694572244493
51081,Greensville County,VA,42.0,9475.0,7,1235,11391,295.23,38.583477288893405
35049,Santa Fe County,NM,88.2,123964.0,59,11317,154823,1909.41,81.08420925835729
51015,Augusta County,VA,56.0,61550.0,70,6867,77487,967.0,80.13133402275078
22017,Caddo Parish,LA,58.3,183879.0,147,22926,237848,878.54,270.73098549866825
46125,Turner County,SD,64.1,6340.0,0,421,8673,617.06,14.055359284348365
26037,Clinton County,MI,66.9,62005.0,46,6919,79128,566.41,139.700923359404
20179,Sheridan County,KS,44.6,1905.0,1,167,2447,895.96,2.731148711996071
48459,Upshur County,TX,42.1,31821.0,23,1358,40892,582.95,70.14666781027532
29089,Howard County,MO,51.7,7816.0,6,509,10151,463.85,21.88422981567317
55075,Marinette County,WI,61.5,32737.0,27,2641,41872,1399.35,29.92246400114339
51735,Poquoson city,VA,53.0,9524.0,7,820,12460,15.32,813.3159268929504
53069,Wahkiakum County,WA,55.8,3720.0,1,214,4422,263.38,16.78942972131521
31025,Cass County,NE,71.3,20092.0,0,1804,26598,557.45,47.71369629563189
26031,Cheboygan County,MI,63.6,21172.0,22,907,25579,715.26,35.76182087632469
18011,Boone County,IN,81.6,50221.0,41,4130,70812,422.91,167.43988082570758
28079,Leake County,MS,58.8,16984.0,28,2078,21275,583.0,36.492281303602056
25017,Middlesex County,MA,84.8,1296083.0,585,111221,1632002,817.82,1995.551588369079
12033,Escambia County,FL,66.2,252085.0,593,20673,321905,656.46,490.3649879657557
36091,Saratoga County,NY,86.3,184651.0,58,15007,235509,809.98,290.75903108718734
36121,Wyoming County,NY,57.9,32419.0,8,2012,40531,592.75,68.37789962041333
47041,DeKalb County,TN,50.4,16088.0,15,1728,20080,304.35,65.97667159520289
28089,Madison County,MS,75.1,79989.0,43,7730,109145,714.51,152.75503491903544
37125,Moore County,NC,69.4,79328.0,60,9057,99727,697.84,142.90811647369023
31071,Garfield County,NE,35.1,1611.0,0,85,1813,569.79,3.181874023763141
48317,Martin County,TX,42.5,3962.0,2,312,5237,914.94,5.723872603668
47081,Hickman County,TN,51.0,19996.0,16,1719,24925,612.5,40.69387755102041
17101,Lawrence County,IL,48.6,12711.0,4,1589,15280,372.18,41.05540329947875
40059,Harper County,OK,55.3,2745.0,2,155,3272,1039.02,3.149121287366942
27153,Todd County,MN,52.4,18766.0,6,1454,25262,944.98,26.73284090668585
12053,Hernando County,FL,62.8,158562.0,599,11799,194515,472.54,411.6371100859186
46127,Union County,SD,61.3,12054.0,5,951,16811,460.54,36.50280105962565
21045,Casey County,KY,44.5,12457.0,11,1222,15941,444.23,35.88456430227585
26093,Livingston County,MI,69.8,151981.0,86,12815,193866,565.25,342.97390535161435
30083,Richland County,MT,50.3,8107.0,2,584,11491,2084.14,5.513545155315862
48239,Jackson County,TX,55.7,11014.0,7,392,14988,829.44,18.070023148148145
47037,Davidson County,TN,74.5,551071.0,265,49545,715884,504.03,1420.3202190345814
48161,Freestone County,TX,48.1,15245.0,9,759,19435,877.74,22.142092191309494
48413,Schleicher County,TX,51.2,2126.0,0,189,2451,1310.63,1.8700930087057368
16041,Franklin County,ID,59.4,9507.0,2,497,14194,663.65,21.387779703156784
48397,Rockwall County,TX,70.6,76974.0,37,6973,107819,127.04,848.7011964735516
29099,Jefferson County,MO,52.7,173549.0,181,14618,226739,656.63,345.3070983658986
12117,Seminole County,FL,69.5,373628.0,559,32179,470856,309.22,1522.721686824914
26141,Presque Isle County,MI,68.3,10639.0,6,324,12982,658.72,19.707918387175127
21023,Bracken County,KY,57.0,6348.0,4,698,8400,205.61,40.85404406400467
40099,Murray County,OK,54.6,10836.0,14,1324,13904,416.46,33.38615953512942
39025,Clermont County,OH,66.0,159541.0,120,15541,208601,452.1,461.4045565140456
46005,Beadle County,SD,61.7,13460.0,9,863,19149,1258.71,15.213194460995782
31081,Hamilton County,NE,54.7,7073.0,0,657,9429,542.88,17.368479221927497
48379,Rains County,TX,44.5,9989.0,10,494,12164,229.45,53.01372848115058
39157,Tuscarawas County,OH,53.8,70996.0,68,4238,93263,567.64,164.29955605665563
13319,Wilkinson County,GA,61.1,6934.0,9,628,8877,447.31,19.845297444725134
39083,Knox County,OH,51.8,48217.0,30,3237,62721,525.49,119.35717140192962
21025,Breathitt County,KY,60.5,10003.0,4,1432,13718,492.41,27.858898072744257
19191,Winneshiek County,IA,68.9,16285.0,4,803,20070,689.87,29.09243770565469
45051,Horry County,SC,64.1,291882.0,213,29062,351029,1133.9,309.5766822471117
13067,Cobb County,GA,67.6,583231.0,290,43780,766149,339.55,2256.3657782359005
54039,Kanawha County,WV,74.5,142564.0,147,17977,180745,901.59,200.47360773744165
08111,San Juan County,CO,95.0,637.0,0,76,705,387.49,1.8194017910139615
31059,Fillmore County,NE,61.1,4375.0,0,313,5551,575.37,9.647704955072388
27033,Cottonwood County,MN,67.8,8439.0,7,727,11517,638.61,18.03448113872316
24043,Washington County,MD,69.1,118283.0,120,8639,154705,457.78,337.9461750185679
41017,Deschutes County,OR,77.1,158560.0,51,19801,198253,3018.19,65.68605687514703
22033,East Baton Rouge Parish,LA,66.0,339986.0,160,40576,456781,455.37,1003.0985791773722
26001,Alcona County,MI,64.7,9092.0,15,312,10167,674.59,15.071376688062378
26061,Houghton County,MI,60.6,28440.0,17,2127,37361,1009.1,37.02408086413636
45025,Chesterfield County,SC,44.1,35677.0,30,3672,43273,799.08,54.15352655553887
29165,Platte County,MO,63.8,79950.0,27,3085,106718,420.19,253.97558247459483
29001,Adair County,MO,50.8,20809.0,9,1358,25314,567.32,44.62032010153
27017,Carlton County,MN,73.6,27883.0,16,2730,36207,861.38,42.033713343704285
25005,Bristol County,MA,73.3,449241.0,412,42872,579200,553.1,1047.188573494847
42001,Adams County,PA,63.6,82612.0,84,6230,103852,518.67,200.22750496462103
16025,Camas County,ID,52.8,862.0,1,49,1077,1074.49,1.0023359919589758
13297,Walton County,GA,50.7,71492.0,65,4834,96673,325.68,296.834315892901
19133,Monona County,IA,65.1,6713.0,8,382,8751,694.07,12.608238362124856
48051,Burleson County,TX,59.6,14427.0,5,1149,17642,659.03,26.76964629834757
05085,Lonoke County,AR,57.1,54692.0,62,6431,74015,770.73,96.0323329830161
26021,Berrien County,MI,66.0,120265.0,152,9124,154316,567.75,271.80273007485687
31175,Valley County,NE,40.1,3208.0,0,165,4059,568.05,7.145497755479272
40005,Atoka County,OK,44.6,10671.0,10,1023,14143,975.52,14.4979088076103
42017,Bucks County,PA,79.4,501426.0,321,30030,646538,604.31,1069.8780427264153
51161,Roanoke County,VA,56.8,75668.0,75,6763,96929,250.52,386.9112246527223
29095,Jackson County,MO,65.8,538639.0,309,28746,717204,604.46,1186.520199847798
37185,Warren County,NC,62.8,16200.0,3,1618,18642,428.46,43.50931242122952
13005,Bacon County,GA,39.5,8331.0,6,687,11140,258.58,43.08144481398407
37053,Currituck County,NC,70.4,21675.0,5,1697,28100,261.85,107.3133473362612
39049,Franklin County,OH,73.9,1011349.0,461,79745,1323807,532.19,2487.470640184896
19051,Davis County,IA,48.7,6349.0,6,238,9110,502.19,18.140544415460283
27053,Hennepin County,MN,82.5,989707.0,382,93923,1281565,553.59,2315.007496522697
29087,Holt County,MO,49.9,3513.0,5,246,4223,462.69,9.127061315351533
21159,Martin County,KY,63.6,9018.0,10,1069,11287,229.61,49.15726666957013
06093,Siskiyou County,CA,63.3,34803.0,19,2254,44076,6277.89,7.020830247105317
05041,Desha County,AR,71.9,8491.0,5,981,11395,768.15,14.834342250862464
01085,Lowndes County,AL,60.2,7587.0,7,733,10311,715.91,14.402648377589362
19025,Calhoun County,IA,71.7,7606.0,4,499,9927,569.97,17.41670614242855
28055,Issaquena County,MS,42.1,1185.0,2,66,1338,413.05,3.23931727393778
48247,Jim Hogg County,TX,68.0,3611.0,2,1573,4838,1136.14,4.25827802911613
37137,Pamlico County,NC,63.9,10805.0,1,769,12276,336.54,36.47709039044393
28109,Pearl River County,MS,58.4,42971.0,31,4894,56145,810.86,69.24129936117208
27167,Wilkin County,MN,63.8,4810.0,5,362,6506,750.96,8.663577287738361
22003,Allen Parish,LA,44.3,19893.0,18,2942,22750,761.85,29.86152129684321
55059,Kenosha County,WI,69.6,131558.0,147,12494,169151,271.99,621.9015404978124
42103,Pike County,PA,63.9,46099.0,22,2879,58535,544.96,107.41155314151496
19183,Washington County,IA,68.1,16597.0,9,1319,22565,568.84,39.66844806975599
13161,Jeff Davis County,GA,39.8,11177.0,8,930,14779,330.74,44.684646550160245
42023,Cameron County,PA,63.3,3661.0,7,165,4547,396.23,11.4756580773793
48055,Caldwell County,TX,66.1,33513.0,17,4640,45883,545.26,84.14884642189048
53073,Whatcom County,WA,79.7,185293.0,89,16878,226847,2106.86,107.67065680681203
36017,Chenango County,NY,70.3,37490.0,17,2554,47220,893.55,52.845391975826765
06053,Monterey County,CA,83.2,321346.0,83,38458,439035,3280.6,133.8276534780223
23017,Oxford County,ME,75.7,47450.0,41,3564,57777,2076.84,27.819668342289244
51087,Henrico County,VA,63.7,256660.0,155,21535,334389,233.7,1430.847240051348
32003,Clark County,NV,67.1,1745917.0,1328,168985,2265461,7891.43,287.078641006763
21005,Anderson County,KY,65.9,17402.0,11,2343,23852,201.83,118.17866521329832
26151,Sanilac County,MI,51.9,32362.0,22,1837,40611,962.57,42.19017837663754
53007,Chelan County,WA,81.9,59294.0,26,7329,79074,2920.53,27.075222647944035
48171,Gillespie County,TX,63.5,21661.0,24,1353,26725,1058.21,25.25491159599701
13083,Dade County,GA,52.6,13028.0,6,863,16251,173.98,93.4072881940453
39037,Darke County,OH,49.1,39034.0,40,3006,51881,598.1,86.74301956194616
27025,Chisago County,MN,67.1,43741.0,20,3466,56621,414.86,136.48218676179917
20089,Jewell County,KS,55.7,2293.0,1,158,2932,909.78,3.2227571500802394
20113,McPherson County,KS,65.9,22058.0,22,2331,30223,898.27,33.64578578823739
08105,Rio Grande County,CO,73.2,8747.0,6,810,11539,911.96,12.65296723540506
40101,Muskogee County,OK,62.0,51394.0,54,5675,66339,810.45,81.85452526374236
19121,Madison County,IA,64.5,12347.0,14,602,16548,561.01,29.496800413539862
48439,Tarrant County,TX,67.5,1555283.0,810,167352,2110640,863.61,2443.9735528768774
28049,Hinds County,MS,67.7,176521.0,133,15780,227742,869.74,261.85066801572884
01009,Blount County,AL,38.7,44571.0,38,3644,59134,644.78,91.71190173392476
27141,Sherburne County,MN,54.6,71767.0,26,6223,97183,432.92,224.48258338723087
22077,Pointe Coupee Parish,LA,65.4,17084.0,7,2136,20758,557.35,37.24410155198708
29097,Jasper County,MO,57.7,91355.0,75,9645,122761,638.49,192.26769409074532
47047,Fayette County,TN,64.9,33523.0,47,2755,41990,704.79,59.57803033527718
48369,Parmer County,TX,51.2,6895.0,8,478,9869,880.78,11.20484116351416
01051,Elmore County,AL,55.9,63080.0,45,6309,87977,618.49,142.24482206664618
08121,Washington County,CO,38.2,3811.0,2,280,4817,2518.03,1.9130034193397216
37143,Perquimans County,NC,56.5,10957.0,2,930,13005,247.09,52.63264397587923
42065,Jefferson County,PA,58.2,34209.0,43,2089,44492,652.43,68.19428904250265
56005,Campbell County,WY,39.8,33768.0,17,2508,47026,4802.71,9.791555184468768
20193,Thomas County,KS,51.0,5952.0,5,534,7930,1074.69,7.378872046822805
48123,DeWitt County,TX,55.8,15632.0,12,1331,19824,908.98,21.809060705406058
55027,Dodge County,WI,59.7,70666.0,60,6701,89396,875.63,102.0933499309069
31079,Hall County,NE,59.7,44435.0,0,5063,62895,546.29,115.13115744384852
06057,Nevada County,CA,69.8,82837.0,13,6465,102241,957.77,106.74901072282488
48021,Bastrop County,TX,69.5,66216.0,44,5885,97216,888.15,109.45898778359512
13007,Baker County,GA,60.0,2447.0,0,140,2876,341.94,8.410832309761947
05067,Jackson County,AR,45.5,13358.0,14,1311,16755,633.94,26.42994605167681
17079,Jasper County,IL,52.5,7381.0,8,726,9287,494.51,18.780206669228125
12121,Suwannee County,FL,45.7,35076.0,173,3458,43474,688.55,63.13847941325975
51530,Buena Vista city,VA,44.8,5161.0,9,487,6641,6.7,991.1940298507462
21233,Webster County,KY,56.5,9921.0,3,1227,13017,331.94,39.21491835873953
37127,Nash County,NC,68.4,73765.0,52,9935,94970,540.41,175.73694047112377
37021,Buncombe County,NC,73.4,213777.0,98,19410,269452,656.67,410.3309120258273
51069,Frederick County,VA,57.5,69006.0,58,5970,91419,413.5,221.0858524788392
27051,Grant County,MN,65.2,4623.0,0,345,6074,548.16,11.080706363105664
37167,Stanly County,NC,51.2,49282.0,37,6342,62504,395.09,158.20192867447923
51089,Henry County,VA,46.0,40871.0,49,3888,50948,382.33,133.25661078126225
38069,Pierce County,ND,53.8,3070.0,3,206,3990,1018.6,3.9171411741606126
30069,Petroleum County,MT,36.0,405.0,0,8,496,1654.87,0.29972142826929
37109,Lincoln County,NC,56.4,67981.0,39,7178,86810,297.94,291.3673894072632
21133,Letcher County,KY,62.7,16877.0,19,2541,21548,337.91,63.76845905714539
22123,West Carroll Parish,LA,50.4,8412.0,12,1378,9751,359.65,27.11247045738913
21137,Lincoln County,KY,49.5,18735.0,21,1647,24275,334.1,72.65788686022148
55081,Monroe County,WI,65.1,34583.0,22,3449,46274,900.78,51.37103399276183
51101,King William County,VA,61.7,13236.0,11,1189,17810,273.94,65.01423669416661
28093,Marshall County,MS,63.4,27983.0,25,2750,33752,706.19,47.79450289582123
27109,Olmsted County,MN,87.0,119603.0,37,15725,162847,653.35,249.2492538455652
19069,Franklin County,IA,65.2,7726.0,8,515,10019,581.97,17.21566403766517
13151,Henry County,GA,53.8,175285.0,130,12743,240712,322.13,747.2511098003912
17131,Mercer County,IL,69.7,12173.0,9,1224,15699,561.2,27.97398431931575
31021,Burt County,NE,68.3,5006.0,0,379,6722,491.58,13.674274787420156
18065,Henry County,IN,61.5,38234.0,42,2932,48914,391.88,124.8188220883944
13109,Evans County,GA,51.6,7842.0,10,652,10774,182.85,58.92261416461581
21221,Trigg County,KY,56.6,11548.0,14,1450,14061,441.43,31.853294973155425
18129,Posey County,IN,56.3,19900.0,12,2065,25222,409.57,61.58165881290134
29125,Maries County,MO,51.5,6943.0,15,421,8432,526.98,16.000607233671108
21151,Madison County,KY,54.4,73793.0,54,9029,92701,437.29,211.9897550824396
21043,Carter County,KY,58.5,20830.0,28,3107,26627,409.5,65.02319902319903
19017,Bremer County,IA,69.3,19439.0,8,1122,24988,435.48,57.380361899513176
46067,Hutchinson County,SD,67.0,5444.0,7,387,7427,812.9,9.136425144544225
20127,Morris County,KS,63.7,4453.0,6,523,5386,695.28,7.746519387872512
47087,Jackson County,TN,40.7,9689.0,15,944,11617,308.32,37.67838609237156
28029,Copiah County,MS,63.4,21699.0,25,2197,28368,777.24,36.498378879110696
01039,Covington County,AL,46.6,28887.0,28,2163,37570,1030.46,36.45944529627545
32027,Pershing County,NV,41.2,5635.0,0,919,6650,6036.56,1.1016207906489788
31031,Cherry County,NE,42.6,4352.0,0,72,5455,5960.42,0.9152039621368964
28147,Walthall County,MS,49.4,11076.0,13,1306,13884,403.94,34.371441303163834
23007,Franklin County,ME,71.0,24862.0,12,1898,29456,1696.61,17.361680056111894
19181,Warren County,IA,70.2,38790.0,23,3138,52403,569.83,91.96251513609322
54003,Berkeley County,WV,65.3,91718.0,72,11411,122076,321.14,380.1332752070748
19149,Plymouth County,IA,64.5,18868.0,10,1130,25698,862.89,29.78131627438028
53055,San Juan County,WA,85.3,15353.0,2,705,17788,173.92,102.27690892364306
38099,Walsh County,ND,68.6,8197.0,0,752,10563,1281.93,8.239919496384358
47145,Roane County,TN,52.0,43445.0,46,4869,53404,360.71,148.0524521083419
28019,Choctaw County,MS,42.8,6455.0,6,853,8246,418.18,19.718781386006025
29003,Andrew County,MO,46.3,13653.0,15,1252,18135,432.7,41.9112549110238
48135,Ector County,TX,55.2,115893.0,128,9272,165171,897.69,183.99558867760584
21083,Graves County,KY,56.3,28286.0,37,3360,36649,551.74,66.42440279841955
30001,Beaverhead County,MT,60.9,7812.0,6,519,9371,5541.62,1.691021758980226
13079,Crawford County,GA,48.6,9899.0,7,543,12130,324.89,37.3357136261504
46107,Potter County,SD,72.0,1698.0,2,185,2472,861.14,2.870613372970713
48213,Henderson County,TX,47.4,65135.0,67,6238,82150,873.75,94.02002861230328
02013,Aleutians East Borough,AK,75.7,3084.0,0,599,3420,6981.94,0.4898352033961908
19091,Humboldt County,IA,60.9,7318.0,5,517,9597,434.35,22.095084609186134
31135,Perkins County,NE,51.8,2178.0,0,109,2858,883.34,3.2354472796431724
48395,Robertson County,TX,54.2,13074.0,8,957,16757,855.68,19.58325542258789
27111,Otter Tail County,MN,59.4,45951.0,20,2963,60081,1972.07,30.46595709077264
39035,Cuyahoga County,OH,73.8,980955.0,596,40532,1264817,457.19,2766.501891992388
19193,Woodbury County,IA,68.7,76401.0,53,6976,105941,872.83,121.3764421479555
38043,Kidder County,ND,40.6,1962.0,0,97,2394,1351.19,1.771771549523013
54005,Boone County,WV,55.4,17009.0,15,2271,21809,501.54,43.4840690672728
08101,Pueblo County,CO,66.3,131010.0,105,13999,168162,2386.1,70.47567159800512
48393,Roberts County,TX,42.8,656.0,1,37,827,924.06,0.8949635305066771
10005,Sussex County,DE,77.2,191285.0,148,17398,237378,936.08,253.5873002307495
48193,Hamilton County,TX,62.8,6622.0,3,511,8222,835.91,9.83598712780084
38045,LaMoure County,ND,57.5,3173.0,2,212,4093,1145.94,3.5717402307276123
10001,Kent County,DE,65.1,139553.0,141,15587,181851,586.18,310.2306458766932
01017,Chambers County,AL,37.4,26341.0,14,2297,34772,596.53,58.29044641510067
05095,Monroe County,AR,64.3,5328.0,7,667,6799,607.12,11.19877454210041
24023,Garrett County,MD,57.6,23685.0,17,1369,28806,647.1,44.51553082985628
29105,Laclede County,MO,47.0,26892.0,22,2052,36039,764.72,47.127053039020815
18027,Daviess County,IN,44.4,23504.0,25,1973,33381,429.49,77.7224149572749
20083,Hodgeman County,KS,55.6,1383.0,0,116,1723,859.99,2.0035116687403343
12131,Walton County,FL,58.3,58987.0,119,3992,75305,1037.63,72.57403891560575
37001,Alamance County,NC,67.5,132145.0,78,16645,171415,423.94,404.337878001604
40129,Roger Mills County,OK,45.0,2710.0,4,182,3442,1141.14,3.0162819636503846
20107,Linn County,KS,43.0,7584.0,5,876,9591,594.06,16.144833855166148
29063,DeKalb County,MO,32.4,10404.0,8,466,11029,421.36,26.17476741978356
31013,Box Butte County,NE,42.3,8045.0,0,613,10842,1075.29,10.082861367631056
27041,Douglas County,MN,66.6,29943.0,13,2336,39006,637.3,61.20508394790523
18105,Monroe County,IN,63.1,125233.0,41,9415,139718,394.51,354.15578819294825
55129,Washburn County,WI,72.8,12758.0,12,867,16623,797.11,20.854085383447703
18125,Pike County,IN,69.7,9692.0,2,951,12250,334.24,36.65031115366204
37105,Lee County,NC,66.6,47136.0,26,5672,63285,254.96,248.21540633824912
05009,Boone County,AR,45.3,28890.0,37,2429,37373,590.23,63.31938396896125
37015,Bertie County,NC,59.4,15647.0,13,1561,17934,699.27,25.646745892144665
13045,Carroll County,GA,46.2,91687.0,68,5243,119148,499.08,238.73527290213997
30101,Toole County,MT,55.8,3753.0,2,229,4971,1915.65,2.5949416647091064
48285,Lavaca County,TX,51.6,15467.0,18,930,20337,969.71,20.97224943539821
08047,Gilpin County,CO,62.8,5333.0,1,324,5808,149.9,38.74583055370247
17129,Menard County,IL,67.5,9565.0,5,1227,12297,314.44,39.10761989568757
02090,Fairbanks North Star Borough,AK,71.4,73845.0,19,9702,95655,7338.21,13.035195231534663
47023,Chester County,TN,42.8,13528.0,15,1958,17341,285.74,60.68803807657311
29107,Lafayette County,MO,54.7,25177.0,37,1981,32984,628.43,52.48635488439445
40017,Canadian County,OK,69.7,109752.0,70,13831,154405,896.63,172.2059266364052
55039,Fond du Lac County,WI,64.8,81450.0,73,8769,104154,719.55,144.74880133416718
48345,Motley County,TX,36.9,963.0,4,62,1063,989.56,1.074214802538502
39019,Carroll County,OH,52.6,21293.0,22,998,26721,394.61,67.71495907351562
30033,Garfield County,MT,24.6,966.0,0,58,1173,4675.36,0.2508897710550631
38039,Griggs County,ND,55.4,1761.0,0,109,2306,708.82,3.253294207274061
13119,Franklin County,GA,44.0,18249.0,11,1208,23424,261.5,89.5755258126195
04009,Graham County,AZ,76.6,28485.0,14,2959,38533,4622.6,8.335785056029074
