FIPS,Deaths
20093,3
20095,2
20097,1
20099,6
20101,3
20103,24
20105,2
20107,1
20109,3
20111,17
20115,3
20117,5
20113,20
20119,4
20121,13
20123,2
20125,14
20127,3
20129,1
20131,2
20133,8
20135,1
20137,6
20139,3
20141,1
20143,2
80020,0
20145,2
20147,1
20149,10
20151,3
20153,1
20155,32
20157,0
20159,5
20161,7
20163,4
20165,2
20167,2
20169,32
20171,2
20173,153
20175,4
20177,74
20179,1
20181,5
20183,3
20185,4
20187,2
20189,2
20191,4
20193,4
20195,1
90020,-36
20197,3
20199,0
20201,3
20203,0
20205,4
20207,2
20209,66
21001,10
21003,11
21005,5
21007,1
21009,25
21011,4
21013,9
21015,31
21017,8
21019,36
21021,6
21023,4
21025,3
21027,20
21029,32
21031,6
21033,5
21035,15
21037,31
21039,5
21041,8
21043,20
21045,5
21047,22
21049,5
21051,13
21053,1
21055,7
21057,7
21059,45
21061,4
21063,3
21065,5
21067,76
21069,5
21071,13
21073,19
21075,0
21077,1
21079,12
21081,9
21083,18
21085,15
21087,3
21089,15
21091,2
21093,59
21095,22
21097,6
21099,14
21101,14
21103,10
21105,1
21107,24
21109,13
21111,217
21113,17
21115,17
21117,51
21119,8
21121,17
21123,10
21125,24
21127,11
21129,4
21131,2
21133,7
21135,11
21137,15
21139,9
21141,14
21143,4
21151,35
21153,5
21155,12
21157,10
21159,6
21161,15
21145,23
21147,7
21149,4
21163,14
21165,4
21167,5
21169,8
21171,6
21173,13
21175,0
21177,16
21179,28
21181,1
21183,4
21185,14
21187,3
21189,0
21191,5
21193,14
21195,25
21197,9
21199,31
21201,3
21203,10
21205,7
21207,17
21209,18
21211,16
21213,12
21215,7
21217,13
21219,4
21221,11
21223,10
90021,0
21225,9
21227,33
21229,4
21231,14
21233,2
21235,19
21237,4
21239,7
22001,30
22003,10
22005,35
22007,11
22009,19
22011,8
22013,8
22015,48
22017,96
22019,48
22021,8
22023,0
22025,7
22027,7
22029,9
22031,18
22033,117
22035,2
22037,18
22039,8
22041,27
22043,7
22045,26
22047,17
22049,7
22051,107
22053,17
22059,6
22055,67
22057,37
22061,14
22063,64
22065,3
22067,13
22069,18
22071,83
22073,101
80022,0
22075,3
22077,4
22079,70
22081,3
22083,14
22085,10
22087,9
22089,13
22091,4
22093,5
22095,6
22097,40
22099,18
22101,25
22103,85
22105,50
22107,1
22109,41
90022,0
22111,13
22113,21
22115,17
22117,18
22119,15
22121,4
22123,6
22125,1
22127,3
23001,85
23003,32
23005,65
23007,11
23009,12
23011,67
23013,6
23015,18
80023,0
23017,35
23019,83
23021,7
23023,7
23025,27
90023,0
23027,14
23029,10
23031,54
24001,53
24003,205
24005,437
24510,302
24009,37
24011,22
24013,71
24015,46
24017,70
24019,13
24021,86
24023,15
24025,159
24027,72
24029,7
24031,227
24033,320
24035,24
24039,12
24037,27
24041,18
90024,-55
24043,105
24045,67
24047,24
25001,101
25003,56
25005,357
25009,370
25011,34
25013,279
25015,61
25017,500
25021,248
25023,276
25025,262
90025,2
25027,384
26001,11
26003,2
26005,51
26007,19
26009,7
26011,11
26013,5
26015,28
26017,91
26019,10
26021,125
26023,28
26025,90
26027,24
26029,6
26031,20
26033,30
26035,22
26037,33
26039,8
26041,18
26043,13
26045,56
26047,20
26049,315
26051,12
26053,5
26055,34
26057,16
26059,16
26061,15
26063,22
26065,140
26067,24
26069,22
26071,12
26073,33
26075,85
26077,98
26079,5
26081,224
26083,2
26085,4
26087,76
26089,9
26091,53
26093,75
26095,4
26097,9
26099,590
26101,20
26103,22
26105,20
26107,17
26109,9
26111,37
26113,13
26115,79
26117,33
26119,5
26121,94
26123,24
26125,567
26127,5
26129,18
26131,9
26133,15
26135,2
26137,17
26139,121
80026,3
26141,4
26143,9
26145,124
26151,16
26153,5
26155,40
26147,134
26149,36
26157,33
90026,-1
26159,47
26161,102
26163,1149
26165,17
27001,6
27003,99
27005,8
27007,10
27009,27
27011,1
27013,11
27015,10
27017,12
27019,22
27021,13
27023,4
27025,16
27027,6
27029,5
27031,3
27033,6
27035,24
27037,97
27039,7
27041,12
27043,10
27045,6
27047,19
27049,16
27051,0
27053,327
27055,0
27057,5
27059,19
27061,25
27063,1
27065,9
27067,16
27069,2
27071,5
27073,2
27075,2
27077,1
27079,8
27081,1
27083,6
27087,1
27089,0
27091,8
27085,13
27093,7
27095,17
27097,13
27099,13
27101,1
27103,4
27105,2
27107,3
27109,30
27111,18
27113,8
27115,16
27117,4
27119,10
27121,3
27123,173
27125,1
27127,3
27129,4
27131,20
27133,1
27135,7
27139,37
27141,22
27143,3
27137,65
27145,46
27147,16
27149,2
27151,4
27153,3
27155,2
90027,40
27157,4
27159,8
27161,4
27163,61
27165,1
27167,5
27169,8
27171,40
27173,3
28001,15
28003,32
28005,9
28007,20
28009,9
28011,20
28013,16
28015,9
28017,21
28019,6
28021,6
28023,8
28025,15
28027,7
28029,16
28031,12
28033,93
28035,40
28037,5
28039,6
28041,6
28043,15
28045,14
28047,78
28049,105
28051,14
28053,5
28055,2
28057,30
28059,44
28061,6
28063,2
28065,7
28067,36
28069,5
28071,32
28073,17
28075,35
28077,10
28079,22
28081,43
28083,22
28085,19
28087,30
28089,35
28091,19
28093,24
28095,28
28097,14
28099,23
28101,12
28103,4
28105,17
28107,24
28109,22
28111,6
28113,22
28115,23
28117,15
28119,3
28121,63
28123,16
28125,4
28127,24
28129,12
28131,3
28133,9
28135,7
28137,19
28139,20
28141,23
28143,4
90028,0
28145,16
28147,12
28149,19
28151,23
28153,12
28155,17
28157,6
28159,9
28161,7
28163,9
29001,8
29003,12
29005,1
29007,19
29009,19
29011,6
29013,19
29015,18
29017,2
29019,36
29021,36
29023,20
29025,8
29027,19
29029,20
29031,23
29033,3
29035,1
29037,58
29039,6
29041,2
29043,31
29045,4
29047,72
29049,11
29051,33
29053,16
29055,18
29057,2
29059,11
29061,9
29063,8
29065,10
29067,9
29069,15
29071,47
29073,6
29075,1
29077,102
29079,6
29081,7
29083,12
29085,9
29087,3
29089,5
29091,24
29093,7
29095,260
29097,56
29099,134
29101,24
29103,4
29105,13
29107,31
29109,11
29111,4
29113,25
29115,4
29117,7
29121,12
29123,8
29125,11
29127,11
29119,5
29129,2
29131,12
29133,6
29135,8
29137,6
29139,19
29141,26
29143,8
29145,20
29147,3
29149,4
29151,3
29153,7
29155,13
29157,3
29159,20
29161,28
29163,4
29165,24
29167,21
29169,10
29171,3
29173,5
29175,15
29177,24
29179,7
29181,6
29195,12
29197,3
29199,2
29201,18
29203,6
29205,2
29183,135
29185,3
29187,42
29189,421
29510,97
29186,5
29207,11
29209,11
29211,1
29213,32
29215,16
90029,0
29217,14
29219,24
29221,26
29223,9
29225,19
29227,0
29229,8
30001,5
30003,8
30005,3
30007,1
30009,5
30011,0
30013,29
30015,5
30017,5
30019,0
30021,2
30023,1
30025,0
30027,2
30029,35
30031,12
30033,0
30035,5
30037,0
30039,2
30041,1
30043,2
30045,0
30047,12
30049,18
30051,2
30053,8
30057,0
30055,1
30059,1
30061,3
30063,9
30065,0
30067,3
30069,0
30071,1
30073,0
30075,0
30077,2
30079,1
30081,13
30083,0
30085,0
30087,2
30089,6
30091,1
30093,6
30095,0
30097,3
30099,1
30101,2
30103,0
90030,0
30105,4
30107,1
30109,0
30111,58
31001,0
31003,0
31005,0
31007,0
31009,0
31011,0
31013,0
31015,0
31017,0
31019,0
31021,0
31023,0
31025,0
31027,0
31029,0
31031,0
31033,0
31035,0
31037,0
31039,0
31041,0
31043,0
31045,0
31047,0
31049,0
31051,0
31053,0
31055,0
31057,0
31059,0
31061,0
31063,0
31065,0
31067,0
31069,0
31071,0
31073,0
31075,0
31077,0
31079,0
31081,0
31083,0
31085,0
31087,0
31089,0
31091,0
31093,0
31095,0
31097,0
31099,0
31101,0
31103,0
31105,0
31107,0
31109,0
31111,0
31113,0
31115,0
31119,0
31117,0
31121,0
31123,0
31125,0
31127,0
31129,0
31131,0
31133,0
31135,0
31137,0
31139,0
31141,0
31143,0
31145,0
31147,0
31149,0
31151,0
31153,0
31155,0
31157,0
31159,0
31161,0
31163,0
31165,0
31167,0
31169,0
31171,0
31173,0
90031,618
31175,0
31177,0
31179,0
31181,0
31183,0
31185,0
32510,21
32001,13
32003,1018
32005,13
32007,11
32009,1
32011,0
32013,10
32015,4
32017,2
32019,25
32021,1
32023,32
32027,0
32029,1
90032,0
32031,131
32033,1
33001,23
33003,23
33005,30
33007,25
33009,12
33011,105
33013,48
33015,98
33017,34
33019,14
90033,4
34001,159
34003,329
34005,156
34007,237
34009,39
34011,59
34013,354
34015,147
34017,246
34019,67
34021,167
34023,282
34025,324
34027,164
34029,399
34031,242
34033,27
34035,54
34037,93
90034,0
34039,261
34041,56
35001,306
35003,2
35005,61
35006,20
35007,9
35009,40
35011,2
35013,104
35015,32
35017,12
35019,2
35021,0
35023,1
35025,25
35027,18
35028,2
35029,10
35031,31
35033,2
35035,33
35037,17
35039,26
35041,10
35045,65
35047,16
35043,69
35049,43
35051,6
35053,15
35055,15
35057,15
90035,0
35059,2
35061,53
36001,63
36003,12
36005,768
36007,40
36009,26
36011,23
36013,63
36015,31
36017,16
36019,23
36021,19
36023,21
36025,9
36027,112
36029,339
36031,8
36033,14
36035,33
36037,22
36039,22
36041,1
36043,28
36045,12
36047,1519
36049,6
36051,18
36053,7
36055,187
36057,20
36059,390
36061,660
36063,87
36065,70
36067,144
36069,26
36071,132
36073,9
36075,29
36077,17
80036,77
36079,15
36081,1167
36083,29
36085,268
36087,84
36091,51
36093,29
36095,5
36097,1
36099,9
36089,17
36101,22
36103,525
36105,22
36107,4
36109,11
36111,46
90036,0
36113,17
36115,21
36117,40
36119,276
36121,8
36123,3
37001,65
37003,10
37005,5
37007,11
37009,11
37011,2
37013,10
37015,11
37017,20
37019,47
37021,83
37023,40
37025,80
37027,49
37029,0
37031,1
37033,4
37035,86
37037,8
37039,21
37041,10
37043,1
37045,36
37047,31
37049,27
37051,44
37053,5
37055,7
37057,48
37059,7
37061,31
37063,29
37065,14
37067,144
37069,1
37071,119
37073,1
37075,2
37077,4
37079,-1
37081,153
37083,30
37085,31
37087,29
37089,52
37091,8
37093,12
37095,1
37097,85
37099,5
37101,76
37103,0
37105,17
37107,19
37109,35
37113,19
37115,13
37117,10
37111,21
37119,228
37121,9
37123,15
37125,53
37127,40
37129,68
37131,12
37133,81
37135,10
37137,1
37139,1
37141,11
37143,1
37145,10
37147,0
37149,2
37151,55
37153,29
37155,57
37157,37
37159,73
37161,42
37163,18
37165,16
37167,37
37169,43
37171,67
37173,6
37175,14
37177,1
90037,-27
37179,80
37181,8
37183,107
37185,3
37187,9
37189,9
37191,44
37193,48
37195,53
37197,18
37199,15
38001,2
38003,6
38005,0
38007,0
38009,1
38011,0
38013,0
38015,18
38017,40
38019,0
38021,1
38023,1
38025,1
38027,0
38029,1
38031,3
38033,0
38035,19
38037,2
38039,0
38041,0
38043,0
38045,1
38047,1
38049,2
38051,0
38053,2
38055,2
38057,2
38059,10
38061,3
38063,2
38065,1
38067,1
38069,3
38071,11
38073,5
38075,0
38077,1
38079,5
38081,0
38083,1
38085,1
38087,0
38089,6
38091,0
38093,3
38095,1
38097,3
90038,2
38099,0
38101,12
38103,0
38105,6
69,16
39001,16
39003,79
39005,34
39007,66
39009,29
39011,38
39013,42
39015,28
39017,180
39019,21
39021,32
39023,124
39025,107
39027,35
39029,67
39031,20
39033,37
39035,570
39037,35
39039,26
39041,54
39043,44
39045,78
39047,23
39049,426
39051,23
39053,25
39055,39
39057,81
39059,40
39061,301
39063,37
39065,26
39067,10
39069,12
39071,31
39073,14
39075,17
39077,35
39079,23
39081,52
39083,27
39085,122
39087,47
39089,67
39091,31
39093,151
39095,208
39097,17
39099,129
39101,32
39103,70
39105,13
39107,26
39109,84
39111,13
39113,381
39115,8
39117,22
39119,39
39121,7
39123,14
39125,7
39127,24
39129,45
39131,27
39133,62
39135,29
39137,19
39139,76
39141,40
39143,34
39145,41
39147,20
39149,25
39151,239
39153,229
39155,152
39157,59
90039,0
39159,15
39161,22
39163,9
39165,94
39167,37
39169,72
39171,23
39173,51
39175,15
40001,5
40003,2
40005,5
40007,0
40009,15
40011,4
40013,9
40015,16
40017,46
40019,13
40021,10
40023,4
40025,5
40027,105
40029,0
40031,31
40033,1
40035,10
40037,29
40039,23
40041,22
40043,4
40045,1
40047,39
40049,22
40051,29
40053,6
40055,3
40057,2
40059,2
40061,4
40063,8
40065,7
40067,3
40069,0
40071,31
40073,3
40075,5
40077,4
40079,7
40081,6
40083,22
40085,6
40093,2
40095,7
40097,15
40087,15
40089,13
40091,8
40099,8
40101,33
40103,2
40105,2
40107,6
40109,247
40111,17
40113,16
40115,9
80040,0
40117,10
40119,20
40121,24
40123,12
40125,43
40127,2
40129,2
40131,42
40133,15
40135,3
40137,29
40139,10
40141,4
40143,170
90040,753
40145,31
40147,26
40149,11
40151,3
40153,14
41001,10
41003,18
41005,96
41007,2
41009,13
41011,20
41013,14
41015,4
41017,29
41019,51
41021,1
41023,1
41025,2
41027,4
41029,82
41031,12
41033,47
41035,25
41037,3
41039,81
41041,13
41043,24
41045,7
41047,107
41049,5
41051,148
41053,12
41055,1
41057,8
41059,14
90041,0
41061,9
41063,1
41065,5
41067,64
41069,1
41071,33
42001,75
42003,475
42005,56
42007,103
42009,42
42011,246
42013,95
42015,38
42017,275
42019,85
42021,83
42023,6
42025,49
42027,49
42029,145
42031,26
42033,63
42035,18
42037,45
42039,45
42041,139
42043,173
42045,237
42047,19
42049,106
42051,95
42053,4
42055,112
42057,15
42059,18
42061,37
42063,45
42065,31
42067,27
42069,126
42071,286
42073,68
42075,98
42077,171
42079,229
42081,57
42083,20
42085,53
42087,32
42089,88
42091,271
42093,9
42095,184
42097,48
42099,25
42101,707
42103,19
42105,11
42107,102
42109,23
42111,64
42113,8
42115,18
42117,16
90042,0
42119,17
42121,29
42123,27
42125,119
42127,23
42129,214
42131,11
42133,252
72001,0
72003,0
72005,0
72007,0
72009,0
72011,0
72013,0
72015,0
72017,0
72019,0
72021,0
72023,0
72025,0
72027,0
72029,0
72031,0
72033,0
72035,0
72037,0
72039,0
72041,0
72043,0
72045,0
72047,0
72049,0
72051,0
72053,0
72054,0
72055,0
72057,0
72059,0
72061,0
72063,0
72065,0
72067,0
72069,0
72071,0
72073,0
72075,0
72077,0
72079,0
72081,0
72083,0
72085,0
72087,0
72089,0
72091,0
72093,0
72095,0
72097,0
72099,0
72101,0
72103,0
72105,0
72107,0
72888,0
72109,0
72111,0
72113,0
72115,0
72117,0
72119,0
72121,0
72123,0
72125,0
72127,0
72129,0
72131,0
72133,0
72135,0
72137,0
72139,0
72999,802
72141,0
72143,0
72145,0
72147,0
72149,0
72151,0
72153,0
44001,10
44003,65
44005,21
44007,238
90044,-14
44009,26
45001,14
45003,55
45005,3
45007,118
45009,8
45011,6
45013,40
45015,54
45017,4
45019,130
45021,38
45023,12
45025,23
45027,17
45029,23
45031,56
45033,18
45035,73
45037,6
45039,8
45041,59
45043,27
45045,315
45047,41
45049,6
45051,163
45053,10
45055,28
45057,24
45059,36
45061,8
45063,101
45067,16
45069,17
45065,8
45071,25
45073,58
45075,55
45077,79
45079,92
45081,10
45083,198
45085,54
90045,0
45087,31
45089,9
45091,53
46003,0
46005,7
46007,4
46009,6
46011,9
46013,9
46015,1
46017,1
46019,4
46021,1
46023,1
46025,2
46027,3
46029,6
46031,2
46033,2
46035,5
46037,5
46039,0
46041,4
46043,2
46045,2
46047,9
46049,0
46051,3
46053,1
46055,1
46057,1
46059,3
46061,1
46063,0
46065,5
46067,6
46069,2
46071,2
46073,1
46075,1
46077,0
46079,5
46081,6
46083,18
46085,0
46091,5
46087,1
46089,0
46093,3
46095,3
46097,1
46099,66
46101,2
46102,5
46103,44
46105,1
46107,2
46109,4
46111,3
46115,4
46117,3
46119,0
46121,9
46123,2
46125,0
90046,0
46127,2
46129,6
46135,12
46137,0
47001,43
47003,17
47005,10
47007,14
47009,73
47011,66
47013,23
47015,6
47017,20
47019,42
47021,27
47023,12
47025,23
47027,7
47029,32
47031,35
47033,7
47035,35
47037,208
47041,11
47039,14
47043,27
47045,26
47047,36
47049,26
47051,21
47053,37
47055,24
47057,12
47059,65
47061,5
47063,57
47065,178
47067,6
47069,17
47071,29
47073,46
47075,15
47077,28
47079,32
47081,10
47083,6
47085,9
47087,10
47089,38
47091,22
47093,221
47095,6
47097,20
47099,26
47101,2
47103,24
47105,38
47111,21
47113,45
47115,14
47117,15
47119,43
47107,43
47109,27
47121,9
47123,21
47125,77
47127,7
47129,21
47131,32
80047,41
47133,14
47135,7
47137,2
47139,16
47141,33
47143,20
47145,38
47147,55
47149,130
47151,21
47153,6
47155,59
47157,456
47159,9
47161,8
47163,118
47165,107
47167,41
47169,9
90047,53
47171,12
47173,6
47175,4
47177,15
47179,66
47181,11
47183,30
47185,11
47187,60
47189,60
48001,21
48003,5
48005,37
48007,10
48009,4
48011,0
48013,15
48015,14
48017,8
48019,10
48021,34
48023,8
48025,13
48027,104
48029,563
48031,5
48033,0
48035,11
48037,56
48039,94
48041,32
48043,2
48045,1
48047,4
48049,43
48051,4
48053,26
48055,14
48057,7
48059,13
48061,133
48063,4
48065,5
48067,23
48069,5
48071,10
48073,17
48075,5
48077,5
48079,2
48081,1
48083,10
48085,219
48087,5
48089,4
48091,50
48093,9
48095,1
48097,20
48099,34
48101,0
48103,5
48105,2
48107,4
48109,3
48111,8
48113,699
48115,11
48123,10
48117,9
48119,2
48121,204
48125,1
48127,4
48129,6
48131,7
48133,17
48135,102
48137,2
48141,484
48139,75
48143,11
48145,9
48147,23
48149,4
48151,5
48153,7
48155,1
48157,122
48159,3
48161,9
48163,12
48165,14
48167,96
48169,2
48171,21
48173,0
48175,4
48177,7
48179,27
48181,75
48183,63
48185,6
48187,37
48189,35
48191,6
48193,2
48195,1
48197,4
48199,29
48201,927
48203,30
48205,1
48207,2
48209,69
48211,3
48213,55
48215,265
48217,15
48219,16
48221,45
48223,22
48225,16
48227,21
48229,2
48231,35
48233,25
48235,1
48237,5
48239,6
48241,13
48243,3
48245,69
48247,1
48249,17
48251,110
48253,10
48255,8
48257,60
