FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths,Confirmed,Population,Land_area,Population Density
27103,Nicollet County,MN,70.1,26751.0,4,2745,34454,448.49,76.82222569065085
48179,Gray County,TX,61.2,16344.0,30,1154,21227,925.97,22.92406881432444
49049,Utah County,UT,72.5,426950.0,139,60213,659399,2003.45,329.13174773515686
29027,Callaway County,MO,55.8,35410.0,33,3546,44283,834.58,53.06022190802559
21187,Owen County,KY,44.1,8516.0,5,715,11278,351.1,32.12190259185417
51690,Martinsville city,VA,50.6,9370.0,24,1139,13485,10.96,1230.383211678832
16057,Latah County,ID,66.9,32723.0,8,2010,39517,1076.0,36.72583643122677
36055,Monroe County,NY,81.4,588835.0,250,53959,759443,657.21,1155.5560627501102
28035,Forrest County,MS,52.5,57524.0,53,7742,78158,466.31,167.60953014089338
01063,Greene County,AL,60.4,6343.0,4,518,7730,647.11,11.945418862326344
26113,Missaukee County,MI,60.4,11658.0,16,749,15052,564.73,26.6534450091194
21139,Livingston County,KY,59.4,7334.0,12,872,8888,313.13,28.38437709577492
26143,Roscommon County,MI,64.1,20473.0,15,1123,23459,519.64,45.1447155723193
21047,Christian County,KY,47.0,51399.0,39,5260,72748,717.5,101.39094076655051
18183,Whitley County,IN,58.1,26175.0,18,2489,34191,335.57,101.8893226450517
28013,Calhoun County,MS,55.0,11030.0,20,1626,13266,586.57,22.61622653732717
37065,Edgecombe County,NC,59.4,39904.0,26,5101,48900,505.34,96.76653342304192
13181,Lincoln County,GA,54.3,6444.0,2,313,7690,210.38,36.55290426846658
20191,Sumner County,KS,53.8,17283.0,14,1707,22382,1181.94,18.936663451613448
41001,Baker County,OR,84.4,12927.0,13,951,16668,3068.36,5.432217862310811
30067,Park County,MT,66.7,13759.0,4,1512,17191,2803.06,6.132940429387883
18033,DeKalb County,IN,52.7,33023.0,31,2657,43265,362.82,119.246458298881
06021,Glenn County,CA,68.0,20833.0,9,1947,28917,1313.95,22.00768674607101
16041,Franklin County,ID,60.1,9507.0,2,510,14194,663.65,21.387779703156784
51735,Poquoson city,VA,53.0,9524.0,7,947,12460,15.32,813.3159268929504
47015,Cannon County,TN,39.8,11528.0,14,1256,14506,265.64,54.607739798223164
02220,Sitka City and Borough,AK,87.0,6740.0,0,1449,8458,2870.34,2.9466892423894038
08033,Dolores County,CO,50.5,1655.0,2,80,2326,1067.05,2.179841619418022
26083,Keweenaw County,MI,65.7,1813.0,3,147,2046,540.11,3.7881172353779786
36097,Schuyler County,NY,71.2,14503.0,4,1405,17898,328.33,54.51222855054366
36015,Chemung County,NY,69.2,65773.0,40,7996,84148,407.35,206.5741990916902
37039,Cherokee County,NC,67.9,23877.0,32,2213,28774,455.43,63.17985200799245
23005,Cumberland County,ME,95.0,240993.0,95,26532,303069,835.24,362.852593266606
18057,Hamilton County,IN,83.8,248016.0,155,26846,347467,394.27,881.2920080148123
24015,Cecil County,MD,69.3,79749.0,52,5356,103725,346.27,299.54948450631014
48117,Deaf Smith County,TX,57.2,12826.0,11,1221,18583,1496.87,12.414571739696836
29093,Iron County,MO,47.3,8019.0,15,579,9537,550.26,17.331806782248393
48201,Harris County,TX,76.3,3467445.0,1249,315032,4731145,1703.48,2777.341090003992
51105,Lee County,VA,59.4,19101.0,26,2083,22173,435.52,50.91155400440852
38033,Golden Valley County,ND,36.1,1379.0,0,88,1736,1000.79,1.73462964258236
47081,Hickman County,TN,51.4,19996.0,18,1803,24925,612.5,40.69387755102041
55083,Oconto County,WI,62.4,30302.0,35,2799,38965,997.99,39.04347738955301
46023,Charles Mix County,SD,71.0,6520.0,3,822,9373,1097.49,8.54039672343256
48483,Wheeler County,TX,49.2,3772.0,8,220,4990,914.52,5.456414293837204
53005,Benton County,WA,69.3,150118.0,77,20177,206873,1700.38,121.6628047848128
26035,Clare County,MI,55.2,24807.0,26,1807,30856,564.32,54.67819676779132
30013,Cascade County,MT,65.7,63129.0,60,8221,84414,2698.16,31.28576511400362
31075,Grant County,NE,25.2,469.0,1,10,611,776.22,0.7871479735126639
48077,Clay County,TX,56.6,8403.0,9,433,10218,1088.72,9.385333235358951
37057,Davidson County,NC,57.4,131285.0,87,15053,168930,552.68,305.6560758485924
48211,Hemphill County,TX,57.7,2666.0,4,293,3382,906.29,3.7316973595648193
39171,Williams County,OH,55.2,28386.0,26,2054,37102,420.97,88.13454640473192
29085,Hickory County,MO,45.1,7947.0,11,496,8279,399.09,20.744694179257813
48045,Briscoe County,TX,54.5,1244.0,1,156,1435,900.0,1.5944444444444446
02050,Bethel Census Area,AK,80.9,11848.0,9,3547,18666,40570.0,0.4600936652699038
17045,Edgar County,IL,58.2,13694.0,7,1806,16866,623.37,27.05616247172626
31071,Garfield County,NE,35.5,1611.0,1,90,1813,569.79,3.181874023763141
38057,Mercer County,ND,48.8,6289.0,2,616,8350,1042.96,8.006059676305899
55127,Walworth County,WI,62.6,82832.0,65,8139,106478,555.13,191.80732441049844
39073,Hocking County,OH,57.7,22123.0,19,2075,28050,421.32,66.57647393904871
47173,Union County,TN,43.1,15673.0,15,1758,19802,223.55,88.57973607694028
48219,Hockley County,TX,53.4,17109.0,21,2081,21537,908.39,23.70897962328956
05061,Howard County,AR,70.0,9749.0,13,1054,12785,588.55,21.72287826013083
08091,Ouray County,CO,72.0,4196.0,0,289,4874,541.59,8.999427611292674
37095,Hyde County,NC,74.9,4098.0,1,501,4589,612.7,7.489799249224743
28071,Lafayette County,MS,62.2,44011.0,36,5987,55813,631.71,88.35225024140824
51036,Charles City County,VA,88.9,5939.0,5,374,6773,182.82,37.04736899682748
27099,Mower County,MN,73.6,30015.0,19,4270,40029,711.33,56.273459575724345
29177,Ray County,MO,47.7,17851.0,30,1501,23158,568.81,40.71306763242559
13221,Oglethorpe County,GA,50.1,12099.0,14,853,14825,439.01,33.76916243365755
27161,Waseca County,MN,67.6,14293.0,4,1391,18968,423.36,44.80347694633409
12101,Pasco County,FL,68.1,441832.0,1116,40748,561891,746.89,752.3075687182852
31101,Keith County,NE,44.5,6386.0,10,371,8335,1061.6,7.8513564431047485
34011,Cumberland County,NJ,62.5,114047.0,94,14998,154152,483.7,318.6934050031011
01123,Tallapoosa County,AL,46.4,32134.0,30,3736,41311,716.52,57.655054987997545
51017,Bath County,VA,49.8,3520.0,5,343,4209,529.16,7.954115957366392
48275,Knox County,TX,52.0,2709.0,3,106,3353,850.62,3.941830664691637
31063,Frontier County,NE,33.0,2122.0,2,95,2519,974.59,2.584676633250905
17163,St. Clair County,IL,73.9,199137.0,95,22678,257400,657.76,391.328144003892
36053,Madison County,NY,68.1,57487.0,11,5499,68016,654.84,103.86659336631848
27007,Beltrami County,MN,77.9,35342.0,17,3492,46228,2504.94,18.4547334467093
54021,Gilmer County,WV,68.2,6703.0,4,514,7408,338.5,21.884785819793205
01025,Clarke County,AL,61.3,18589.0,13,2226,23087,1238.47,18.64154965400857
26009,Antrim County,MI,67.1,19206.0,17,1383,23431,475.7,49.25583350851377
50007,Chittenden County,VT,78.8,135236.0,39,18998,168323,536.58,313.6960005963696
40021,Cherokee County,OK,56.8,38112.0,25,5165,47078,749.41,62.820085133638464
13189,McDuffie County,GA,56.7,16012.0,20,1295,21632,257.46,84.02081876796396
27125,Red Lake County,MN,67.7,3077.0,2,221,3935,432.41,9.100159570777734
28095,Monroe County,MS,61.7,27316.0,37,3533,34180,765.09,44.67448274059261
20087,Jefferson County,KS,64.8,14723.0,13,1616,18368,532.57,34.48936290065156
26005,Allegan County,MI,62.9,89983.0,72,7546,120502,825.23,146.02232104988911
48259,Kendall County,TX,74.0,36463.0,17,2557,44279,662.45,66.84127103932371
23009,Hancock County,ME,85.4,45634.0,23,3823,55478,1586.89,34.960205181203484
42107,Schuylkill County,PA,70.5,113561.0,123,9040,143049,778.63,183.7188395001477
55047,Green Lake County,WI,67.2,14772.0,15,1539,19018,349.44,54.42422161172161
18001,Adams County,IN,46.1,24541.0,19,1398,35809,339.03,105.6219213638911
32031,Washoe County,NV,74.2,370989.0,187,37460,486492,6302.37,77.1919135182479
08039,Elbert County,CO,44.0,21051.0,9,1643,26062,1850.85,14.081097873949808
36031,Essex County,NY,77.8,30977.0,13,2648,37381,1794.23,20.83400678842735
48085,Collin County,TX,78.5,769461.0,291,78958,1064465,841.23,1265.3673787192563
48433,Stonewall County,TX,51.1,1047.0,1,117,1245,916.31,1.358710480077703
33005,Cheshire County,NH,70.8,62566.0,43,6874,76458,706.66,108.19630373871452
38039,Griggs County,ND,55.9,1761.0,0,126,2306,708.82,3.253294207274061
02275,Wrangell City and Borough,AK,66.5,2009.0,0,378,2127,2541.48,0.8369139241701685
55031,Douglas County,WI,51.7,34706.0,8,4163,44295,1304.14,33.96491174260432
51093,Isle of Wight County,VA,60.0,29386.0,25,2460,38606,315.61,122.32185291974272
20173,Sedgwick County,KS,65.5,384853.0,393,49731,523824,997.51,525.1315776282945
27045,Fillmore County,MN,82.6,15871.0,7,1539,21228,861.3,24.646464646464647
51021,Bland County,VA,44.8,5341.0,6,631,6270,357.73,17.527185307354706
18127,Porter County,IN,66.7,133319.0,139,10171,173215,418.15,414.241300968552
29011,Barton County,MO,41.8,9029.0,10,844,11637,591.92,19.65975131774564
27169,Winona County,MN,71.5,41513.0,11,4962,49671,626.21,79.32003640951118
05027,Columbia County,AR,56.8,18617.0,20,1828,22801,766.05,29.764375693492592
27041,Douglas County,MN,67.3,29943.0,14,2780,39006,637.3,61.20508394790523
53025,Grant County,WA,72.5,69076.0,35,8593,99123,2679.51,36.992957667633256
08045,Garfield County,CO,76.1,45076.0,13,5524,61685,2947.56,20.927478999579314
26115,Monroe County,MI,67.6,118767.0,106,12920,154809,549.39,281.7834325342653
20019,Chautauqua County,KS,50.0,2606.0,3,203,3379,638.88,5.288943150513399
21151,Madison County,KY,55.0,73793.0,68,9647,92701,437.29,211.9897550824396
29221,Washington County,MO,39.4,19131.0,40,1562,23514,759.91,30.94313800318459
01131,Wilcox County,AL,64.7,7954.0,8,1051,10600,888.5,11.930219471018573
30053,Lincoln County,MT,41.4,16403.0,17,1156,19677,3612.92,5.446287213666508
31083,Harlan County,NE,47.7,2673.0,3,10,3073,553.47,5.552243120675014
29121,Macon County,MO,50.4,11637.0,22,996,15209,801.23,18.98206507494727
02013,Aleutians East Borough,AK,74.1,3084.0,0,652,3420,6981.94,0.4898352033961908
37131,Northampton County,NC,55.7,16132.0,18,1647,17471,536.59,32.55930971505246
42097,Northumberland County,PA,67.8,73081.0,70,6368,91647,458.37,199.9410956214412
45019,Charleston County,SC,74.0,331391.0,196,42840,408235,916.09,445.6276130074556
04021,Pinal County,AZ,63.2,360425.0,349,44303,425264,5365.61,79.25734445850519
25025,Suffolk County,MA,80.2,672370.0,346,92670,797936,58.15,13722.029234737747
28141,Tishomingo County,MS,47.4,15220.0,24,2077,18850,424.25,44.43134944018857
26165,Wexford County,MI,62.6,25887.0,22,2245,33673,565.0,59.598230088495576
18063,Hendricks County,IN,84.8,128279.0,135,12341,174788,406.91,429.5495318375071
51147,Prince Edward County,VA,35.3,19154.0,21,1962,21849,349.96,62.43284946851069
36107,Tioga County,NY,70.2,38260.0,7,4352,48455,518.6,93.43424604704974
21183,Ohio County,KY,49.4,18161.0,13,2352,23772,587.27,40.478825753060775
01117,Shelby County,AL,43.1,167202.0,72,20706,223024,784.93,284.1323430114787
36065,Oneida County,NY,72.5,179973.0,111,20415,232125,1212.43,191.454352003827
51091,Highland County,VA,66.5,1898.0,3,162,2232,415.16,5.376240485595915
16007,Bear Lake County,ID,60.0,4478.0,1,178,6372,974.79,6.536792539931678
21171,Monroe County,KY,57.0,8234.0,11,992,11338,329.37,34.42329295321371
17159,Richland County,IL,58.4,12011.0,7,1711,15813,359.99,43.92622017278258
55137,Waushara County,WI,51.9,19983.0,15,2045,24520,626.15,39.15994569991216
42045,Delaware County,PA,84.5,442236.0,299,35349,576830,183.84,3137.6740644038296
37007,Anson County,NC,54.8,19608.0,16,2380,22055,531.45,41.49967071220246
05065,Izard County,AR,43.0,11181.0,12,991,13577,580.58,23.38523545420097
29201,Scott County,MO,55.1,29099.0,27,3139,38059,419.99,90.61882425772042
55139,Winnebago County,WI,69.6,136902.0,75,18396,171730,434.49,395.24499988492255
17089,Kane County,IL,77.4,399424.0,184,49146,516522,520.06,993.1969388147522
19087,Henry County,IA,64.4,15666.0,17,1136,20482,434.33,47.15769115649391
17119,Madison County,IL,71.6,205885.0,144,24640,265859,715.58,371.5293887475893
49037,San Juan County,UT,77.2,10822.0,4,1172,14518,7819.99,1.8565241132021908
28029,Copiah County,MS,64.0,21699.0,26,2462,28368,777.24,36.498378879110696
39109,Miami County,OH,58.3,82435.0,96,6718,108774,406.58,267.5340646367259
12097,Osceola County,FL,85.8,285151.0,623,36076,388656,1327.45,292.7839089984557
39113,Montgomery County,OH,66.8,414980.0,423,39550,537309,461.55,1164.1403964900878
39037,Darke County,OH,50.0,39034.0,41,3128,51881,598.1,86.74301956194616
46013,Brown County,SD,68.4,29634.0,14,2704,38301,1712.98,22.359280318509263
47017,Carroll County,TN,59.8,21798.0,32,2848,28440,599.25,47.45932415519399
12019,Clay County,FL,63.7,168898.0,506,18405,218245,604.36,361.1175458336091
55055,Jefferson County,WI,65.6,67128.0,53,6878,84900,556.47,152.568871637285
54011,Cabell County,WV,68.9,73869.0,78,10669,94350,281.02,335.74122838232154
22101,St. Mary Parish,LA,55.8,37551.0,33,3450,49406,555.38,88.95891101588101
30073,Pondera County,MT,65.6,4478.0,2,347,5898,1622.86,3.634324587456713
01083,Limestone County,AL,47.3,76842.0,66,8276,103570,559.94,184.96624638354103
29059,Dallas County,MO,44.1,12880.0,14,1145,17071,540.77,31.56794940547737
48169,Garza County,TX,61.9,5187.0,3,319,5816,893.41,6.509889076683717
17087,Johnson County,IL,62.2,10142.0,6,1845,13308,343.92,38.6950453593859
40023,Choctaw County,OK,45.2,11125.0,12,1191,14204,770.36,18.438132821018744
53001,Adams County,WA,82.9,12814.0,3,1525,20613,1924.98,10.7081632016956
26105,Mason County,MI,71.3,23240.0,30,2199,29052,495.07,58.68261053992365
13163,Jefferson County,GA,66.4,11799.0,19,795,15709,526.49,29.837223878896086
13137,Habersham County,GA,48.9,35229.0,43,2118,46031,276.74,166.3330201633302
20125,Montgomery County,KS,56.0,24261.0,40,3319,31486,643.53,48.92701194971485
54039,Kanawha County,WV,75.1,142564.0,154,19678,180745,901.59,200.47360773744165
22069,Natchitoches Parish,LA,52.9,29337.0,29,2994,37515,1252.25,29.958075464164505
48195,Hansford County,TX,57.1,3796.0,2,461,5285,919.81,5.7457518400539245
30099,Teton County,MT,52.5,4650.0,5,354,6226,2272.38,2.739858650401781
08001,Adams County,CO,80.4,382230.0,277,46069,519572,1167.65,444.9723804222155
48153,Floyd County,TX,59.9,4203.0,8,413,5402,992.14,5.444796097324974
13151,Henry County,GA,54.4,175285.0,151,13926,240712,322.13,747.2511098003912
28067,Jones County,MS,54.3,51067.0,45,6756,67246,694.8,96.7846862406448
46059,Hand County,SD,58.9,2501.0,5,127,3145,1436.61,2.1891814758354737
17081,Jefferson County,IL,57.2,29288.0,25,3685,37113,571.17,64.97715216135302
05149,Yell County,AR,58.6,16163.0,19,1888,20263,929.98,21.788640615927225
16067,Minidoka County,ID,56.1,15022.0,11,931,21613,757.59,28.528623661875155
37061,Duplin County,NC,54.6,44760.0,47,6277,48715,816.22,59.68366371811521
21039,Carlisle County,KY,51.7,3663.0,7,342,4826,189.43,25.47642928786359
31139,Pierce County,NE,47.4,5354.0,1,267,7317,573.25,12.764064544265157
18011,Boone County,IN,82.3,50221.0,56,4606,70812,422.91,167.43988082570758
05029,Conway County,AR,63.2,16141.0,17,1966,20715,552.25,37.51018560434586
34027,Morris County,NJ,87.6,389368.0,212,49314,509285,460.18,1106.7082445999392
18053,Grant County,IN,50.6,52149.0,83,4175,66674,414.07,161.02108339169706
51099,King George County,VA,51.4,20246.0,12,1949,26723,179.64,148.75862836784682
51115,Mathews County,VA,69.2,7455.0,3,537,8533,85.93,99.3017572442686
39061,Hamilton County,OH,74.0,630410.0,340,61793,830639,405.91,2046.362494148949
29119,McDonald County,MO,41.6,16986.0,16,1493,23303,539.48,43.195299176985245
24510,Baltimore city,MD,73.9,473790.0,364,35948,585708,80.94,7236.323202372127
05117,Prairie County,AR,51.8,6412.0,10,608,8282,647.96,12.781653188468423
27149,Stevens County,MN,66.4,7702.0,2,862,9671,563.6,17.159332860184527
39051,Fulton County,OH,64.1,32285.0,25,2520,42713,405.44,105.34974348855565
