FIPS,Confirmed
09009,61117
09011,18409
09013,5830
90009,992
09015,7790
10001,15587
10003,42578
10005,17398
90010,204
88888,0
11001,42600
12001,24629
12003,2517
12005,12650
12007,1983
12009,44310
12011,159560
12013,999
12015,10912
12017,8178
12019,17638
12021,21234
12023,5707
12027,2300
12029,1020
12031,75241
12033,20673
12035,6738
12037,810
12039,3851
12041,1293
12043,481
12045,1243
12047,999
12049,2356
12051,3232
12053,11799
12055,7037
12057,105250
12059,1446
12061,9022
12063,4277
12065,1296
12067,526
12069,25036
12071,53216
12073,28156
12075,2964
12077,601
12079,2020
12081,25623
12083,23501
12085,7868
12086,328948
12087,5620
12089,5879
12091,15147
12093,2923
12095,113916
12097,31993
12099,97154
12101,36578
12103,62496
12105,59128
12107,4457
12113,14270
12115,28608
12117,32179
12109,18305
12111,21819
12119,6236
12121,3458
12123,2233
90012,-3
12125,1146
12127,33392
12129,3116
12131,3992
12133,1895
13001,1150
13003,506
13005,687
13007,140
13009,2384
13011,931
13013,5534
13015,6214
13017,996
13019,1322
13021,9100
13023,869
13025,910
13027,900
13029,2532
13031,3662
13033,1322
13035,1274
13037,477
13039,3044
13043,500
13045,5243
13047,4040
13049,712
13051,21923
13053,1079
13055,1673
13057,14308
13059,7372
13061,203
13063,16860
13065,581
13067,43780
13069,2996
13071,3154
13073,9146
13075,1142
13077,8011
13079,543
13081,1277
13083,863
13085,1698
13089,41257
13087,2204
13091,1406
13093,620
13095,6334
13097,8224
13099,784
13101,193
13103,3885
13105,1024
13107,1277
13109,652
13111,1015
13113,6370
13115,6950
13117,15693
13119,1208
13121,55406
13123,1814
13125,169
13127,7095
13129,4013
13131,1895
13133,884
13135,54816
13137,2094
13139,11746
13141,312
13143,1252
13145,1904
13147,1133
13149,533
13151,12743
13153,11761
13155,411
13157,5136
13159,748
13161,930
13163,765
13165,286
13167,629
13169,1254
13171,1077
13173,710
13175,3832
13177,2198
13179,4386
13181,311
13183,934
13185,8435
13187,1869
13193,642
13195,1623
13197,476
13189,1215
13191,690
13199,1086
13201,420
13205,1588
13207,1278
13209,502
13211,962
13213,3356
13215,11399
13217,5352
13219,2318
13221,795
80013,30811
13223,8269
13225,1647
13227,2128
13229,1349
13231,1304
13233,2691
13235,566
13237,942
13239,158
13241,891
13243,420
13245,11973
13247,4508
13249,403
13251,759
13253,569
13255,3779
13257,1266
13259,867
13261,2130
13263,330
13265,94
13267,1234
13269,587
13271,700
13273,709
13275,3694
13277,2796
13279,1436
13281,515
13283,354
13285,3222
13287,686
13289,346
90013,5519
13291,1070
13293,1758
13295,4173
13297,4834
13299,2451
13301,245
13303,1027
13305,1814
13307,139
13309,400
13311,1661
13313,9770
13315,641
13317,594
13319,628
13321,1358
99999,0
66,27647
15001,12922
15003,84451
15007,7823
15009,17180
80015,2760
90015,0
16001,44003
16003,132
16005,6082
16007,155
16009,628
16011,2331
16013,2423
16015,251
16017,2110
16019,8309
16021,343
16023,86
16025,49
16027,16288
16029,389
16031,960
16033,16
16035,537
16037,109
16039,2672
16041,497
16043,406
16045,666
16047,850
16049,586
16051,1421
16053,1565
16055,9630
16057,1806
16059,236
16061,274
16063,324
16065,3287
16067,915
16069,2282
16071,193
16073,511
16075,1184
16077,335
16079,518
16081,837
16083,6969
90016,1
16085,963
16087,419
17001,6027
17003,387
17005,1265
17007,3768
17009,1191
17011,2620
17013,536
17015,1242
17017,1477
17019,24841
17021,3406
17023,1562
17025,1331
17027,3681
17029,5512
17031,306293
17033,2311
17035,993
17039,1376
17037,7385
17041,2299
17043,66750
17045,1684
17047,491
17049,2693
17051,1920
17053,1288
17055,3723
17057,3328
17059,489
17061,1014
17063,2878
17065,633
17067,997
17069,295
17071,264
17073,4024
17075,1739
17077,6029
17079,726
17081,3556
17083,1897
17085,1133
17087,1744
17089,39559
17091,6229
17093,9124
17095,3675
17099,9745
17097,47879
17101,1589
17103,2824
17105,3371
17107,3244
17115,10693
17117,4205
17119,21879
17121,3451
17123,835
17125,1185
17127,1237
17109,2432
17111,28839
17113,19311
17129,1227
17131,1224
17133,3100
17135,3600
17137,3418
17139,1114
17141,3925
80017,-19
17143,11929
17145,2580
17147,1436
17149,1388
17151,260
17153,523
17155,347
17157,4106
17159,1673
17161,9010
17165,2828
17167,21286
17169,641
17171,343
17173,1772
17163,19826
17175,493
17177,3185
17179,9719
90017,-22
17181,1753
17183,8857
17185,1278
17187,1015
17189,973
17191,1703
17193,1272
17195,4881
17197,42448
17199,8178
17201,22399
17203,2897
18001,1343
18003,28645
18005,6757
18007,604
18009,677
18011,4130
18013,610
18015,939
18017,2758
18019,9132
18021,1743
18023,2220
18025,706
18027,1973
18033,2501
18029,3572
18031,1840
18035,6203
18037,3453
18039,10508
18041,1573
18043,5795
18045,1196
18047,1087
18049,969
18051,3850
18053,3971
18055,1990
18057,23847
18059,5594
18061,3148
18063,11519
18065,2932
18067,6916
18069,2900
18071,3827
18073,1998
18075,1147
18077,2586
18079,1903
18081,11424
18083,3031
18085,3878
18087,1144
18091,6049
18089,21490
18093,2986
18095,8801
18097,61396
18099,2241
18101,540
18103,2060
18105,9415
18107,2724
18109,4843
18111,525
18113,2856
18115,443
18117,1374
18119,1867
18121,891
18123,1438
18125,951
18127,8420
18129,2065
18131,706
18133,2262
18135,1436
18137,2006
18139,1369
18143,2348
18145,4030
18147,1277
18141,15079
18149,745
18151,2170
18153,1500
18155,656
18157,15340
18159,795
90018,0
18161,605
18163,19397
18165,968
18167,7871
18169,1848
18171,552
18173,6856
18175,1736
18177,5469
18179,1190
18181,1540
18183,2304
19001,260
19003,180
19005,544
19007,620
19009,254
19011,1398
19013,8443
19015,1137
19017,1122
19019,1060
19021,1269
19023,643
19025,499
19027,1021
19029,473
19031,1155
19033,2243
19035,645
19037,600
19039,483
19041,978
19043,682
19045,2515
19047,802
19049,6143
19051,238
19053,358
19055,714
19057,1662
19059,761
19061,5314
19063,417
19065,933
19067,760
19069,515
19071,317
19073,364
19075,557
19077,522
19079,711
19081,449
19083,961
19085,756
19087,1082
19089,382
19091,517
19093,369
19095,1081
19097,913
19099,1803
19101,925
19103,11771
19105,1018
19107,418
19109,544
19111,1463
19113,15054
19115,492
19117,384
19119,501
19121,602
19123,873
19125,1465
19127,2269
19129,865
19131,491
19133,382
19135,338
19137,503
19139,2323
19141,750
19143,271
19145,448
19147,403
19149,1130
19151,308
19153,35910
19155,6643
19157,909
19159,265
19161,535
19163,10321
19165,538
19167,1470
19169,5011
19171,795
19173,249
90019,-2484
19175,525
19177,310
19179,1872
19181,3138
19183,1319
19185,301
19187,2291
19189,520
19191,803
19193,6976
19195,431
19197,698
20001,1261
20003,696
20005,1295
20007,347
20009,1754
20011,1434
20013,649
20015,6018
20017,207
20019,198
20021,2060
20023,143
20025,121
20027,533
20029,394
20031,767
20033,79
20035,3119
20037,3989
20039,90
20041,1270
20043,667
20045,10524
20047,78
20049,182
20051,1921
20053,411
20055,2777
20057,2761
20059,2140
20061,3774
20063,160
20065,176
20067,601
20069,259
20071,96
20073,587
20075,109
20077,367
20079,3206
20081,246
20083,116
20085,1212
20087,1512
20089,158
20091,52432
20093,240
20095,512
20097,200
20099,2218
20101,71
20103,7059
20105,173
20107,876
20109,226
20111,3360
20115,1097
20117,576
20113,2331
20119,391
20121,2368
20123,492
20125,3277
20127,523
20129,133
20131,772
20133,1758
20135,191
20137,472
20139,1267
20141,213
20143,302
80020,0
20145,458
20147,282
20149,2086
20151,448
20153,86
20155,4717
20157,331
20159,796
20161,4445
20163,352
20165,198
20167,400
20169,4107
20171,323
20173,48007
20175,1462
20177,17061
20179,167
20181,319
20183,138
20185,284
20187,85
20189,392
20191,1622
20193,534
20195,192
90020,0
20197,408
20199,90
20201,378
20203,143
20205,913
20207,222
20209,14948
21001,1892
21003,2251
21005,2343
21007,476
21009,3764
21011,1041
21013,2643
21015,12652
21017,2121
21019,6152
21021,2448
21023,698
21025,1432
21027,1545
21029,7267
21031,1223
21033,1435
21035,2328
21037,8022
21039,257
21041,1138
21043,3107
21045,1222
21047,5092
21049,4083
21051,2495
21053,1107
21055,839
21057,703
21059,10895
21061,802
21063,889
21065,1455
21067,36000
21069,1175
21071,4422
21073,5187
21075,294
21077,709
21079,1604
21081,1921
21083,3360
21085,2733
21087,1052
21089,4408
21091,793
21093,11637
21095,2918
21097,2253
21099,1388
21101,4826
21103,1623
21105,240
21107,5398
21109,1186
21111,85993
21113,5691
21115,1828
21117,13431
21119,1512
21121,3479
21123,1094
21125,5304
21127,1377
21129,1020
21131,1253
21133,2541
21135,1393
21137,1647
21139,822
21141,2705
21143,762
21151,9029
21153,1278
21155,1930
21157,2812
21159,1069
21161,1711
21145,6454
21147,1632
21149,850
21163,1915
21165,509
21167,2396
21169,657
21171,967
21173,2189
21175,1760
21177,3705
21179,4760
21181,628
21183,2292
21185,6468
21187,680
21189,514
21191,1089
21193,3970
21195,6774
21197,1618
21199,5670
21201,185
21203,1501
21205,2112
21207,2063
21209,6643
21211,5170
21213,1852
21215,1896
21217,2878
21219,924
21221,1450
21223,675
90021,2552
21225,1384
21227,13974
21229,1202
21231,2293
21233,1227
21235,4479
21237,1011
21239,2669
22001,4722
22003,2942
22005,11145
22007,1627
22009,3892
22011,2915
22013,1330
22015,13748
22017,22926
22019,17699
22021,1007
22023,305
22025,814
22027,1138
22029,1683
22031,2212
22033,40576
22035,747
22037,2569
22039,2245
22041,2390
22043,1821
22045,5499
22047,2726
22049,1499
22051,35480
22053,1981
22059,1356
22055,20476
22057,8479
22061,4540
22063,11231
22065,938
22067,2047
22069,2882
22071,31392
22073,16597
80022,0
22075,2008
22077,2136
22079,9832
22081,590
22083,2171
22085,1483
22087,3399
22089,4008
22091,602
22093,1930
22095,3442
22097,7267
22099,3951
22101,3260
22103,24168
22105,10517
22107,391
22109,9687
90022,361
22111,2373
22113,4370
22115,3173
22117,4311
22119,3846
22121,2557
22123,1378
22125,1309
22127,1631
23001,6864
23003,5355
23005,19927
23007,1898
23009,2893
23011,8294
23013,2738
23015,2262
80023,0
23017,3564
23019,9800
23021,958
23023,2024
23025,3083
90023,-11
23027,2387
23029,1519
23031,15499
24001,5178
24003,21668
24005,31718
24510,27028
24009,3392
24011,1645
24013,5763
24015,4479
24017,8152
24019,2343
24021,13408
24023,1369
24025,10723
24027,12849
24029,763
24031,58860
24033,38926
24035,1748
24039,1400
24037,5923
24041,1691
90024,0
24043,8639
24045,5947
24047,2584
25001,10245
25003,9741
25005,42872
25009,54518
25011,4910
25013,44655
25015,11621
25017,111221
25021,44311
25023,34376
25025,70473
90025,54223
25027,62863
26001,312
26003,619
26005,6727
26007,1042
26009,1147
26011,837
26013,543
26015,3543
26017,7806
26019,1014
26021,9124
26023,2747
26025,9239
26027,2040
26029,1484
26031,907
26033,3343
26035,1608
26037,6919
26039,622
26041,2766
26043,2242
26045,8359
26047,1803
26049,28900
26051,1411
26053,920
26055,4919
26057,2808
26059,2098
26061,2127
26063,1680
26065,21623
26067,4314
26069,996
26071,771
26073,4101
26075,10430
26077,18745
26079,995
26081,43200
26083,120
26085,436
26087,4673
26089,1061
26091,6704
26093,12815
26095,384
26097,690
26099,63110
26101,1153
26103,5692
26105,1957
26107,2242
26109,1408
26111,5479
26113,662
26115,10661
26117,3387
26119,373
26121,10046
26123,2622
26125,86170
26127,1401
26129,976
26131,229
26133,1101
26135,260
26137,1307
26139,19085
80026,1805
26141,324
26143,965
26145,13111
26151,1837
26153,546
26155,5023
26147,9784
26149,2761
26157,3212
90026,-34
26159,4242
26161,28470
26163,120646
26165,2000
27001,520
27003,26611
27005,2156
27007,3168
27009,3939
27011,365
27013,5118
27015,1489
27017,2730
27019,7786
27021,1601
27023,715
27025,3466
27027,6568
27029,461
27031,198
27033,727
27035,3692
27037,33257
27039,1679
27041,2336
27043,917
27045,1314
27047,2710
27049,3805
27051,345
27053,93923
27055,1350
27057,1119
27059,2219
27061,2504
27063,414
27065,653
27067,2867
27069,181
27071,707
27073,395
27075,589
27077,197
27079,1385
27081,265
27083,1416
27087,595
27089,428
27091,1342
27085,2637
27093,1181
27095,1382
27097,1897
27099,3882
27101,410
27103,2246
27105,1467
27107,396
27109,15725
27111,2963
27113,871
27115,1314
27117,364
27119,2484
27121,746
27123,39561
27125,195
27127,850
27129,851
27131,5316
27133,467
27135,1052
27139,10903
27141,6223
27143,701
27137,13827
27145,13494
27147,2775
27149,740
27151,456
27153,1454
27155,218
90027,155
27157,1446
27159,962
27161,1199
27163,20695
27165,805
27167,362
27169,4189
27171,7751
27173,504
28001,2171
28003,3608
28005,1046
28007,1744
28009,633
28011,2526
28013,1618
28015,702
28017,2102
28019,853
28021,761
28023,1156
28025,1609
28027,1863
28029,2197
28031,2474
28033,14177
28035,7495
28037,610
28039,1943
28041,896
28043,1527
28045,4091
28047,17525
28049,15780
28051,1561
28053,631
28055,66
28057,2237
28059,11242
28061,1349
28063,476
28065,959
28067,6608
28069,662
28071,5671
28073,6111
28075,5958
28077,1209
28079,2078
28081,8781
28083,2019
28085,2516
28087,5678
28089,7730
28091,2395
28093,2750
28095,3461
28097,1015
28099,3626
28101,1941
28103,782
28105,3618
28107,3337
28109,4894
28111,835
28113,3572
28115,2837
28117,2764
28119,416
28121,12190
28123,1521
28125,286
28127,2082
28129,1314
28131,1634
28133,1243
28135,769
28137,2327
28139,2110
28141,2025
28143,720
90028,333
28145,2656
28147,1306
28149,3023
28151,2614
28153,1520
28155,1228
28157,623
28159,1930
28161,1391
28163,3084
29001,1358
29003,1252
29005,415
29007,1285
29009,1689
29011,818
29013,982
29015,1135
29017,575
29019,14761
29021,6327
29023,2708
29025,336
29027,3407
29029,2226
29031,4820
29033,517
29035,316
29037,7430
29039,816
29041,410
29043,5935
29045,311
29047,8134
29049,1202
29051,5373
29053,889
29055,1256
29057,434
29059,1112
29061,415
29063,466
29065,911
29067,598
29069,2553
29071,5326
29073,789
29075,465
29077,21045
29079,595
29081,338
29083,1688
29085,468
29087,246
29089,509
29091,2451
29093,566
29095,28746
29097,9645
29099,14618
29101,3511
29103,244
29105,2052
29107,1981
29109,1966
29111,745
29113,3747
29115,516
29117,895
29121,962
29123,944
29125,421
29127,1801
29119,1375
29129,161
29131,1547
29133,938
29135,835
29137,525
29139,703
29141,935
29143,1489
29145,3105
29147,1882
29149,460
29151,754
29153,360
29155,805
29157,1293
29159,3723
29161,2705
29163,1042
29165,3085
29167,2171
29169,2938
29171,219
29173,580
29175,1715
29177,1378
29179,307
29181,530
29195,1573
29197,183
29199,167
29201,3073
29203,410
29205,419
29183,27206
29185,660
29187,5310
29189,65516
29510,17276
29186,892
29207,1291
29209,1361
29211,360
29213,3280
29215,1186
90029,0
29217,1464
29219,2096
29221,1494
29223,563
29225,2481
29227,83
29229,930
30001,519
30003,1496
30005,619
30007,254
30009,428
30011,42
30013,7954
30015,176
30017,615
30019,73
30021,449
30023,850
30025,114
30027,604
30029,7604
30031,10617
30033,58
30035,1435
30037,28
30039,122
30041,1099
30043,631
30045,56
30047,1748
30049,4863
30051,129
30053,1059
30057,360
30055,66
30059,128
30061,322
30063,9122
30065,145
30067,1350
30069,8
30071,181
30073,310
30075,48
30077,392
30079,66
30081,1509
30083,584
30085,912
30087,849
30089,508
30091,128
30093,2088
30095,278
30097,163
30099,327
30101,229
30103,19
90030,0
30105,302
30107,107
30109,25
30111,10663
31001,1663
31003,224
31005,3
31007,18
31009,13
31011,244
31013,613
31015,97
31017,94
31019,2929
31021,379
31023,520
31025,1804
31027,370
31029,90
31031,72
31033,501
31035,364
31037,670
31039,363
31041,385
31043,1763
31045,209
31047,953
31049,66
31051,294
31053,2723
31055,46338
31057,71
31059,313
31061,64
31063,93
31065,283
31067,744
31069,102
31071,85
31073,78
31075,16
31077,91
31079,5063
31081,657
31083,40
31085,12
31087,93
31089,547
31091,14
31093,320
31095,202
31097,101
31099,217
31101,373
31103,19
31105,152
31107,359
31109,27118
31111,2239
31113,28
31115,16
31119,2614
31117,17
31121,412
31123,296
31125,185
31127,343
31129,241
31131,871
31133,89
31135,109
31137,567
31139,281
31141,2219
31143,319
31145,389
31147,517
31149,11
31151,991
31153,15529
31155,1238
31157,2745
31159,766
31161,139
31163,126
31165,4
31167,178
31169,292
31171,12
31173,615
90031,1058
31175,165
31177,1171
31179,409
31181,144
31183,33
31185,1206
32510,5168
32001,2153
32003,168985
32005,1963
32007,2612
32009,46
32011,-21
32013,-122
32015,375
32017,-126
32019,2634
32021,615
32023,2386
32027,919
32029,-107
90032,0
32031,34298
32033,353
33001,4194
33003,3012
33005,5361
33007,2180
33009,7974
33011,31724
33013,11129
33015,22105
33017,9777
33019,3010
90033,3408
34001,18915
34003,61929
34005,29411
34007,37658
34009,4864
34011,13115
34013,55611
34015,19369
34017,47435
34019,7843
34021,23473
34023,53260
34025,40574
34027,36587
34029,39415
34031,37374
34033,3852
34035,18977
34037,9245
90034,319
34039,37324
34041,6613
35001,47887
35003,125
35005,5925
35006,2513
35007,687
35009,3559
35011,172
35013,21998
35015,4393
35017,2276
35019,397
35021,25
35023,380
35025,4328
35027,1504
35028,1682
35029,1782
35031,8232
35033,287
35035,4197
35037,416
35039,3422
35041,1480
35045,12259
35047,2388
35043,12232
35049,11317
35051,535
35053,1225
35055,2023
35057,773
90035,1315
35059,246
35061,5835
36001,17702
36003,1935
36005,125387
36007,11541
36009,3897
36011,4769
36013,5851
36015,6171
36017,2554
36019,6800
36021,3075
36023,3313
36025,2214
36027,18185
36029,59260
36031,1948
36033,3022
36035,3502
36037,3450
36039,2443
36041,255
36043,3650
36045,6744
36047,212853
36049,1364
36051,3076
36053,4008
36055,37597
36057,3482
36059,108008
36061,139698
36063,13379
36065,13947
36067,41291
36069,5740
36071,33829
36073,2115
36075,8824
36077,3250
80036,0
36079,6828
36081,205133
36083,10158
36085,44440
36087,25561
36091,15007
36093,10247
36095,1555
36097,1039
36099,1954
36089,5947
36101,5190
36103,105579
36105,6072
36107,3034
36109,7056
36111,9287
90036,348
36113,4436
36115,3710
36117,4811
36119,67526
36121,2012
36123,979
37001,16645
37003,3165
37005,869
37007,2294
37009,2297
37011,1417
37013,4439
37015,1561
37017,3399
37019,11371
37021,19410
37023,8011
37025,17934
37027,7268
37029,434
37031,4891
37033,1727
37035,16016
37037,4958
37039,2152
37041,1612
37043,882
37045,9419
37047,5203
37049,8704
37051,32482
37053,1697
37055,2704
37057,13847
37059,3567
37061,6091
37063,31139
37065,4818
37067,32797
37069,8960
37071,19925
37073,668
37075,809
37077,5202
37079,2136
37081,39661
37083,5384
37085,12420
37087,4424
37089,7316
37091,1697
37093,6591
37095,422
37097,15073
37099,3037
37101,22454
37103,770
37105,5672
37107,5504
37109,7178
37113,2333
37115,1903
37117,2163
37111,4322
37119,98403
37121,1052
37123,2360
37125,9057
37127,9935
37129,19008
37131,1555
37133,19955
37135,12411
37137,769
37139,2643
37141,5420
37143,930
37145,3374
37147,20012
37149,1316
37151,10954
37153,4913
37155,13486
37157,7671
37159,12169
37161,5236
37163,6578
37165,3765
37167,6342
37169,3626
37171,6437
37173,1201
37175,1656
37177,356
90037,-19815
37179,20138
37181,4027
37183,137398
37185,1618
37187,1283
37189,4788
37191,11583
37193,5471
37195,7372
37197,3471
37199,1527
38001,124
38003,733
38005,484
38007,21
38009,399
38011,147
38013,70
38015,9193
38017,18903
38019,221
38021,292
38023,117
38025,164
38027,157
38029,114
38031,249
38033,85
38035,6927
38037,62
38039,109
38041,256
38043,97
38045,212
38047,79
38049,231
38051,143
38053,569
38055,512
38057,575
38059,2605
38061,952
38063,140
38065,69
38067,457
38069,206
38071,977
38073,398
38075,96
38077,1029
38079,2354
38081,230
38083,61
38085,347
38087,7
38089,2519
38091,78
38093,1871
38095,151
38097,518
90038,0
38099,752
38101,5443
38103,190
38105,2341
69,7778
39001,1940
39003,6448
39005,2715
39007,4257
39009,5422
39011,2850
39013,4169
39015,3112
39017,28050
39019,998
39021,2132
39023,9729
39025,15541
39027,2959
39029,5282
39031,1808
39033,2723
39035,40532
39037,3006
39039,2160
39041,12792
39043,4410
39045,10419
39047,2170
39049,79745
39051,2280
39053,2320
39055,2587
39057,10624
39059,2651
39061,55450
39063,4192
39065,1619
39067,775
39069,1615
39071,2992
39073,1947
39075,780
39077,3134
39079,2524
39081,3851
39083,3237
39085,7708
39087,6090
39089,10576
39091,2396
39093,12719
39095,27745
39097,2449
39099,11756
39101,4877
39103,7988
39105,1311
39107,2203
39109,6295
39111,858
39113,36802
39115,858
39117,1836
39119,6823
39121,780
39123,1924
39125,1013
39127,2040
39129,4067
39131,2353
39133,6986
39135,2387
39137,1715
39139,7351
39141,6052
39143,3262
39145,6694
39147,2801
39149,2788
39151,16484
39153,21272
39155,9409
39157,4238
90039,0
39159,4733
39161,1609
39163,829
39165,16920
39167,3042
39169,5027
39171,1877
39173,8599
39175,1217
40001,2702
40003,286
40005,1023
40007,293
40009,1683
40011,750
40013,4184
40015,2598
40017,13831
40019,4615
40021,5075
40023,1189
40025,153
40027,31913
40029,551
40031,10854
40033,410
40035,1418
40037,5953
40039,2165
40041,3123
40043,293
40045,214
40047,4201
40049,1871
40051,4646
40053,290
40055,453
40057,116
40059,155
40061,842
40063,736
40065,2147
40067,313
40069,987
40071,3794
40073,1401
40075,710
40077,634
40079,3677
40081,2570
40083,4106
40085,1012
40093,998
40095,1639
40097,3000
40087,3489
40089,2124
40091,1821
40099,1324
40101,5675
40103,1001
40105,821
40107,1021
40109,67174
40111,3053
40113,3343
40115,2454
80040,0
40117,1206
40119,5418
40121,3485
40123,4565
40125,7193
40127,778
40129,182
40131,8032
40133,1931
40135,3486
40137,2741
40139,1481
40141,442
40143,52632
90040,-12072
40145,7906
40147,3617
40149,888
40151,570
40153,965
41001,894
41003,8313
41005,24461
41007,1762
41009,2794
41011,4241
41013,2386
41015,1334
41017,19801
41019,5454
41021,86
41023,495
41025,347
41027,1242
41029,15963
41031,2775
41033,5314
41035,4696
41037,322
41039,24928
41041,3080
41043,10408
41045,2162
41047,26646
41049,901
41051,47250
41053,6386
41055,117
41057,1260
41059,6656
90041,0
41061,1488
41063,464
41065,1795
41067,39355
41069,103
41071,7210
42001,6230
42003,83366
42005,3249
42007,10199
42009,2166
42011,24806
42013,6504
42015,4179
42017,30030
42019,11167
42021,8938
42023,165
42025,3898
42027,8592
42029,23730
42031,1670
42033,4718
42035,2184
42037,3961
42039,4444
42041,13679
42043,14637
42045,28723
42047,1756
42049,14869
42051,7826
42053,382
42055,10422
42057,969
42059,2058
42061,2965
42063,4792
42065,2089
42067,937
42069,13313
42071,28392
42073,4224
42075,8945
42077,24614
42079,19383
42081,6536
42083,1827
42085,4976
42087,2966
42089,10489
42091,39994
42093,1196
42095,19824
42097,5609
42099,1946
42101,79012
42103,2879
42105,590
42107,8052
42109,1792
42111,4542
42113,245
42115,1927
42117,1745
90042,0
42119,2666
42121,2261
42123,1710
42125,14860
42127,2440
42129,19734
42131,1225
42133,31526
72001,1242
72003,2814
72005,3087
72007,1704
72009,1798
72011,1539
72013,5949
72015,1005
72017,1518
72019,1937
72021,11499
72023,2078
72025,7964
72027,2263
72029,2173
72031,9122
72033,1547
72035,2553
72037,537
72039,1078
72041,2567
72043,2268
72045,1354
72047,2570
72049,41
72051,2188
72053,1656
72054,1186
72055,782
72057,2399
72059,1110
72061,5175
72063,2890
72065,2550
72067,811
72069,3161
72071,3152
72073,1253
72075,2994
72077,2107
72079,1287
72081,1757
72083,599
72085,2024
72087,988
72089,871
72091,2504
72093,292
72095,634
72097,3929
72099,2705
72101,2004
72103,1405
72105,1650
72107,1199
72888,0
72109,1095
72111,1122
72113,9016
72115,1843
72117,934
72119,2665
72121,1123
72123,1588
72125,1750
72127,18049
72129,2056
72131,2551
72133,1208
72135,3882
72137,4408
72139,3327
72999,8224
72141,1646
72143,2327
72145,4141
72147,352
72149,1446
72151,2027
72153,2037
44001,5790
44003,18900
44005,8285
44007,81309
90044,2350
44009,13532
45001,2347
45003,12452
45005,670
45007,17634
45009,1170
45011,1756
45013,14013
45015,18330
45017,904
45019,39608
45021,3896
45023,3109
