FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
42091,Montgomery County,PA,81.8,652435.0,154
41047,Marion County,OR,72.6,263189.0,34
16003,Adams County,ID,50.0,3549.0,0
29223,Wayne County,MO,43.0,10261.0,5
28047,Harrison County,MS,65.1,158574.0,22
53019,Ferry County,WA,60.4,6373.0,2
72095,Maunabo Municipio,PR,77.8,8503.0,0
54011,Cabell County,WV,67.1,73869.0,25
47167,Tipton County,TN,48.4,46689.0,15
26069,Iosco County,MI,64.2,20954.0,16
48251,Johnson County,TX,55.6,130222.0,51
29077,Greene County,MO,55.6,232457.0,35
51093,Isle of Wight County,VA,58.9,29386.0,0
51179,Stafford County,VA,66.5,113243.0,5
19035,Cherokee County,IA,63.5,8806.0,4
56025,Natrona County,WY,54.9,60737.0,18
29091,Howell County,MO,39.9,30535.0,9
01015,Calhoun County,AL,55.3,89132.0,22
01121,Talladega County,AL,43.0,63273.0,12
48107,Crosby County,TX,55.0,4242.0,3
08087,Morgan County,CO,58.2,21551.0,5
27097,Morrison County,MN,57.9,25633.0,5
01035,Conecuh County,AL,50.9,9593.0,1
40091,McIntosh County,OK,63.3,15756.0,2
21221,Trigg County,KY,55.5,11548.0,5
37187,Washington County,NC,57.0,9274.0,3
12113,Santa Rosa County,FL,62.3,144119.0,247
46055,Haakon County,SD,51.2,1456.0,0
13267,Tattnall County,GA,38.3,20127.0,4
42115,Susquehanna County,PA,51.8,32891.0,14
49051,Wasatch County,UT,71.2,23642.0,2
42103,Pike County,PA,62.7,46099.0,11
48253,Jones County,TX,50.5,16601.0,6
31015,Boyd County,NE,40.5,1564.0,0
47137,Pickett County,TN,50.3,4185.0,1
18061,Harrison County,IN,59.1,31495.0,13
48469,Victoria County,TX,59.0,68831.0,12
45053,Jasper County,SC,42.5,24117.0,1
39077,Huron County,OH,57.5,44289.0,29
51113,Madison County,VA,62.2,10590.0,3
19143,Osceola County,IA,55.2,4579.0,2
05103,Ouachita County,AR,63.1,18168.0,1
25015,Hampshire County,MA,67.6,137637.0,31
48135,Ector County,TX,54.3,115893.0,35
54029,Hancock County,WV,75.7,23350.0,6
19169,Story County,IA,66.5,81098.0,9
48435,Sutton County,TX,53.1,2886.0,0
13249,Schley County,GA,42.6,4003.0,0
17063,Grundy County,IL,67.2,38268.0,22
40069,Johnston County,OK,51.9,8428.0,0
29163,Pike County,MO,45.1,14324.0,2
49035,Salt Lake County,UT,78.7,851292.0,129
08039,Elbert County,CO,43.2,21051.0,2
19009,Audubon County,IA,68.6,4334.0,0
38011,Bowman County,ND,48.4,2286.0,0
21007,Ballard County,KY,44.8,6239.0,0
29171,Putnam County,MO,41.0,3642.0,1
21025,Breathitt County,KY,59.4,10003.0,2
48115,Dawson County,TX,42.3,9457.0,8
26033,Chippewa County,MI,77.1,30704.0,18
04001,Apache County,AZ,95.0,52462.0,29
16045,Gem County,ID,48.0,13979.0,2
39173,Wood County,OH,68.6,104261.0,36
37193,Wilkes County,NC,53.8,54628.0,25
40007,Beaver County,OK,39.2,3920.0,0
31125,Nance County,NE,34.9,2743.0,0
13061,Clay County,GA,69.3,2287.0,0
51087,Henrico County,VA,63.3,256660.0,16
37115,Madison County,NC,64.0,17939.0,8
19053,Decatur County,IA,49.1,6114.0,5
54007,Braxton County,WV,51.6,11279.0,4
19063,Emmet County,IA,60.4,7337.0,2
04015,Mohave County,AZ,46.7,176822.0,98
53067,Thurston County,WA,75.0,228828.0,43
26117,Montcalm County,MI,50.5,49856.0,21
51810,Virginia Beach city,VA,70.9,351000.0,50
29105,Laclede County,MO,46.3,26892.0,5
51065,Fluvanna County,VA,69.0,21864.0,1
13255,Spalding County,GA,48.6,51061.0,22
48055,Caldwell County,TX,64.7,33513.0,8
21087,Green County,KY,50.9,8693.0,1
29205,Shelby County,MO,57.8,4498.0,0
29209,Stone County,MO,42.4,26717.0,2
37183,Wake County,NC,80.5,849055.0,47
36113,Warren County,NY,84.6,52361.0,10
20195,Trego County,KS,44.8,2310.0,1
55063,La Crosse County,WI,74.8,94882.0,13
12125,Union County,FL,41.5,12225.0,30
01065,Hale County,AL,71.8,11279.0,4
13083,Dade County,GA,51.3,13028.0,6
48371,Pecos County,TX,66.8,11942.0,4
21075,Fulton County,KY,70.6,4697.0,0
05147,Woodruff County,AR,65.7,4968.0,0
17195,Whiteside County,IL,66.9,43090.0,16
54035,Jackson County,WV,60.9,22529.0,7
30019,Daniels County,MT,49.8,1338.0,0
12097,Osceola County,FL,83.2,285151.0,423
39111,Monroe County,OH,54.5,10931.0,7
22055,Lafayette Parish,LA,59.3,186592.0,23
48299,Llano County,TX,57.5,18499.0,4
56015,Goshen County,WY,46.4,10619.0,1
05041,Desha County,AR,70.6,8491.0,-1
53069,Wahkiakum County,WA,55.2,3720.0,0
13237,Putnam County,GA,49.5,17786.0,3
51690,Martinsville city,VA,0.0,9370.0,1
56039,Teton County,WY,95.0,19264.0,1
42111,Somerset County,PA,54.6,60412.0,40
13215,Muscogee County,GA,52.5,147358.0,26
21213,Simpson County,KY,60.3,14162.0,7
29201,Scott County,MO,53.6,29099.0,6
39099,Mahoning County,OH,65.1,183211.0,94
17199,Williamson County,IL,64.4,52143.0,26
39003,Allen County,OH,52.2,78859.0,52
34041,Warren County,NJ,75.7,84914.0,33
46067,Hutchinson County,SD,66.3,5444.0,4
01075,Lamar County,AL,52.7,10853.0,1
36001,Albany County,NY,79.7,249741.0,42
54049,Marion County,WV,64.4,44850.0,11
18007,Benton County,IN,50.6,6557.0,1
13137,Habersham County,GA,47.7,35229.0,8
16055,Kootenai County,ID,54.3,128218.0,34
72125,San German Municipio,PR,80.9,24853.0,0
29001,Adair County,MO,50.2,20809.0,3
48103,Crane County,TX,46.2,3410.0,1
12121,Suwannee County,FL,45.0,35076.0,131
51195,Wise County,VA,53.8,30248.0,14
08047,Gilpin County,CO,62.2,5333.0,1
29035,Carter County,MO,39.7,4603.0,0
21131,Leslie County,KY,61.3,7764.0,2
23009,Hancock County,ME,82.9,45634.0,6
30017,Custer County,MT,51.8,9047.0,3
28119,Quitman County,MS,62.2,5248.0,0
40013,Bryan County,OK,50.7,36829.0,2
17133,Monroe County,IL,70.6,27007.0,9
51175,Southampton County,VA,42.9,14356.0,1
36067,Onondaga County,NY,81.6,363436.0,89
18001,Adams County,IN,44.9,24541.0,11
51580,Covington city,VA,0.0,4388.0,2
46027,Clay County,SD,72.0,11619.0,2
18005,Bartholomew County,IN,69.0,63900.0,19
13101,Echols County,GA,38.2,2963.0,0
12117,Seminole County,FL,68.6,373628.0,406
48231,Hunt County,TX,51.0,75098.0,12
48013,Atascosa County,TX,62.6,37245.0,5
19189,Winnebago County,IA,62.2,8102.0,1
56011,Crook County,WY,38.2,5711.0,0
30053,Lincoln County,MT,40.2,16403.0,3
46081,Lawrence County,SD,63.6,21319.0,3
30085,Roosevelt County,MT,88.5,7320.0,0
55033,Dunn County,WI,54.2,36503.0,4
21163,Meade County,KY,45.3,22257.0,8
20133,Neosho County,KS,31.9,12082.0,4
37039,Cherokee County,NC,64.2,23877.0,2
51011,Appomattox County,VA,39.7,12569.0,5
39025,Clermont County,OH,65.2,159541.0,67
17191,Wayne County,IL,47.9,12564.0,7
08055,Huerfano County,CO,60.8,5787.0,1
05091,Miller County,AR,37.6,33187.0,5
24013,Carroll County,MD,81.4,132087.0,49
08031,Denver County,CO,82.2,588586.0,86
36053,Madison County,NY,67.0,57487.0,3
20121,Miami County,KS,55.8,25868.0,6
46119,Sully County,SD,52.0,1094.0,0
19041,Clay County,IA,61.6,12375.0,2
28069,Kemper County,MS,49.7,7979.0,1
51069,Frederick County,VA,56.9,69006.0,10
16039,Elmore County,ID,59.1,20550.0,4
13099,Early County,GA,60.1,7657.0,0
72149,Villalba Municipio,PR,94.4,17120.0,0
51051,Dickenson County,VA,53.3,11517.0,2
37181,Vance County,NC,65.6,34092.0,6
39131,Pike County,OH,53.0,21286.0,14
39041,Delaware County,OH,84.1,155021.0,37
13113,Fayette County,GA,73.7,88100.0,26
13139,Hall County,GA,53.7,153638.0,31
16015,Boise County,ID,38.3,6551.0,2
28151,Washington County,MS,60.3,32676.0,2
19181,Warren County,IA,69.5,38790.0,9
51067,Franklin County,VA,49.7,45536.0,11
51137,Orange County,VA,51.2,29281.0,3
08005,Arapahoe County,CO,75.6,503709.0,91
46059,Hand County,SD,57.3,2501.0,0
53043,Lincoln County,WA,65.3,8561.0,1
29081,Harrison County,MO,41.8,6330.0,4
30027,Fergus County,MT,55.0,8781.0,1
39175,Wyandot County,OH,56.7,16867.0,11
26091,Lenawee County,MI,60.8,77991.0,33
08079,Mineral County,CO,90.3,661.0,0
31133,Pawnee County,NE,51.9,2048.0,0
51650,Hampton city,VA,70.4,106343.0,7
29127,Marion County,MO,50.3,21939.0,8
51025,Brunswick County,VA,57.0,13563.0,1
13121,Fulton County,GA,63.2,835904.0,80
55099,Price County,WI,69.7,10955.0,6
55107,Rusk County,WI,47.7,11295.0,4
46057,Hamlin County,SD,61.8,4155.0,0
72115,Quebradillas Municipio,PR,86.9,18766.0,0
36059,Nassau County,NY,90.0,1065968.0,298
19085,Harrison County,IA,61.5,10830.0,6
29093,Iron County,MO,45.8,8019.0,4
48111,Dallam County,TX,59.5,4962.0,3
42081,Lycoming County,PA,60.1,90166.0,38
45039,Fairfield County,SC,70.6,18108.0,2
28005,Amite County,MS,46.1,9803.0,2
33011,Hillsborough County,NH,71.1,332922.0,62
13279,Toombs County,GA,52.9,19778.0,2
20199,Wallace County,KS,46.4,1146.0,0
51157,Rappahannock County,VA,57.9,6174.0,0
29031,Cape Girardeau County,MO,56.7,62050.0,7
54091,Taylor County,WV,53.9,13397.0,8
02240,Southeast Fairbanks Census Area,AK,45.9,5175.0,2
42061,Huntingdon County,PA,58.1,37218.0,21
16071,Oneida County,ID,56.3,3247.0,0
47185,White County,TN,51.0,21387.0,5
48245,Jefferson County,TX,60.0,191034.0,26
48053,Burnet County,TX,62.7,38011.0,8
39079,Jackson County,OH,56.5,24669.0,15
17021,Christian County,IL,56.8,25804.0,14
19191,Winneshiek County,IA,68.2,16285.0,1
01129,Washington County,AL,55.1,12722.0,2
06047,Merced County,CA,60.3,196451.0,46
12005,Bay County,FL,62.0,138722.0,319
35041,Roosevelt County,NM,45.1,13995.0,7
04023,Santa Cruz County,AZ,95.0,34123.0,6
04019,Pima County,AZ,75.3,831972.0,264
48239,Jackson County,TX,54.8,11014.0,3
51101,King William County,VA,60.8,13236.0,0
51193,Westmoreland County,VA,53.5,14570.0,1
05011,Bradley County,AR,67.1,8180.0,1
40021,Cherokee County,OK,54.1,38112.0,4
33013,Merrimack County,NH,76.8,122788.0,34
27003,Anoka County,MN,66.0,272162.0,59
06087,Santa Cruz County,CA,83.7,221314.0,11
39039,Defiance County,OH,58.2,29447.0,20
36039,Greene County,NY,67.7,39542.0,14
21055,Crittenden County,KY,48.8,6865.0,2
48339,Montgomery County,TX,64.1,448951.0,58
29103,Knox County,MO,47.9,3029.0,2
40131,Rogers County,OK,55.1,71089.0,15
27111,Otter Tail County,MN,58.5,45951.0,10
48445,Terry County,TX,52.6,8979.0,7
45073,Oconee County,SC,52.0,63765.0,20
29107,Lafayette County,MO,54.1,25177.0,19
54027,Hampshire County,WV,52.7,18980.0,5
41037,Lake County,OR,46.4,6366.0,2
72039,Ciales Municipio,PR,86.7,12903.0,0
30061,Mineral County,MT,61.2,3597.0,1
42067,Juniata County,PA,48.3,19221.0,18
72067,Hormigueros Municipio,PR,82.6,13136.0,0
13003,Atkinson County,GA,49.7,6025.0,0
24027,Howard County,MD,92.7,246802.0,43
06097,Sonoma County,CA,84.1,398831.0,27
05111,Poinsett County,AR,52.9,17949.0,3
09013,Tolland County,CT,71.1,124818.0,37
48169,Garza County,TX,60.6,5187.0,1
16069,Nez Perce County,ID,64.4,31776.0,12
13269,Taylor County,GA,53.4,6422.0,5
08003,Alamosa County,CO,65.8,12308.0,2
22065,Madison Parish,LA,53.2,8347.0,1
42011,Berks County,PA,67.9,327744.0,166
39031,Coshocton County,OH,47.4,27865.0,11
51085,Hanover County,VA,66.6,84419.0,7
53033,King County,WA,87.1,1801166.0,159
51107,Loudoun County,VA,80.8,298272.0,4
13171,Lamar County,GA,40.6,15106.0,4
35009,Curry County,NM,65.2,36140.0,25
50007,Chittenden County,VT,77.4,135236.0,9
06051,Mono County,CA,0.0,11875.0,1
48397,Rockwall County,TX,69.5,76974.0,13
27093,Meeker County,MN,56.8,17619.0,5
38105,Williams County,ND,39.3,26544.0,4
29055,Crawford County,MO,39.8,18537.0,9
01031,Coffee County,AL,56.3,39948.0,8
18155,Switzerland County,IN,38.6,8103.0,1
45087,Union County,SC,49.2,21513.0,8
29003,Andrew County,MO,45.4,13653.0,4
21193,Perry County,KY,73.2,19846.0,7
12086,Miami-Dade County,FL,95.0,2167261.0,3093
48363,Palo Pinto County,TX,47.1,22476.0,8
05123,St. Francis County,AR,58.8,19758.0,2
27103,Nicollet County,MN,68.9,26751.0,3
27157,Wabasha County,MN,83.6,16950.0,2
31175,Valley County,NE,39.4,3208.0,0
48167,Galveston County,TX,69.3,259845.0,57
13115,Floyd County,GA,49.7,75897.0,20
13049,Charlton County,GA,28.8,10935.0,0
40151,Woods County,OK,48.2,6992.0,0
48109,Culberson County,TX,62.5,1685.0,2
13125,Glascock County,GA,39.9,2328.0,2
17005,Bond County,IL,61.9,13292.0,0
22021,Caldwell Parish,LA,46.7,7645.0,1
39095,Lucas County,OH,66.8,330041.0,148
45091,York County,SC,55.8,213463.0,17
08045,Garfield County,CO,74.4,45076.0,6
29029,Camden County,MO,51.8,38231.0,12
26055,Grand Traverse County,MI,76.3,74544.0,15
29179,Reynolds County,MO,31.2,5012.0,3
21057,Cumberland County,KY,52.2,5226.0,2
06019,Fresno County,CA,72.0,717248.0,84
18069,Huntington County,IN,59.1,28633.0,19
18035,Delaware County,IN,53.9,93381.0,47
06109,Tuolumne County,CA,62.8,45325.0,0
54063,Monroe County,WV,55.9,10695.0,3
39019,Carroll County,OH,51.6,21293.0,14
38053,McKenzie County,ND,29.5,10242.0,0
36121,Wyoming County,NY,57.2,32419.0,6
13263,Talbot County,GA,53.4,5186.0,1
47015,Cannon County,TN,38.6,11528.0,2
13229,Pierce County,GA,41.8,14696.0,1
18027,Daviess County,IN,43.8,23504.0,9
42087,Mifflin County,PA,59.4,35902.0,17
48291,Liberty County,TX,50.8,64361.0,10
18063,Hendricks County,IN,82.8,128279.0,61
22013,Bienville Parish,LA,58.4,10299.0,2
39171,Williams County,OH,53.4,28386.0,17
21107,Hopkins County,KY,60.9,34558.0,11
04009,Graham County,AZ,75.1,28485.0,6
48161,Freestone County,TX,46.7,15245.0,7
26119,Montmorency County,MI,61.1,7948.0,4
26165,Wexford County,MI,61.4,25887.0,10
01073,Jefferson County,AL,67.1,508723.0,56
39007,Ashtabula County,OH,61.0,75893.0,53
47065,Hamilton County,TN,63.7,291847.0,101
13205,Mitchell County,GA,55.9,16956.0,2
31007,Banner County,NE,37.1,563.0,0
29117,Livingston County,MO,51.3,12025.0,5
46102,Oglala Lakota County,SD,88.1,8964.0,2
28149,Warren County,MS,67.0,34677.0,5
05099,Nevada County,AR,51.8,6367.0,0
37023,Burke County,NC,52.3,73860.0,14
19045,Clinton County,IA,64.3,35890.0,9
48155,Foard County,TX,51.8,924.0,1
48499,Wood County,TX,50.1,36952.0,16
20137,Norton County,KS,61.6,4357.0,5
72103,Naguabo Municipio,PR,68.1,20419.0,0
48383,Reagan County,TX,49.7,2734.0,3
18151,Steuben County,IN,55.4,27623.0,10
72027,Camuy Municipio,PR,81.6,25217.0,0
30095,Stillwater County,MT,50.7,7607.0,0
48431,Sterling County,TX,50.7,923.0,0
08097,Pitkin County,CO,87.6,15156.0,0
20179,Sheridan County,KS,43.9,1905.0,1
47159,Smith County,TN,40.0,15662.0,6
06099,Stanislaus County,CA,63.3,402227.0,78
36005,Bronx County,NY,83.6,1069544.0,533
02060,Bristol Bay Borough,AK,95.0,687.0,0
20189,Stevens County,KS,46.9,3944.0,1
38057,Mercer County,ND,47.8,6289.0,1
30111,Yellowstone County,MT,60.7,123722.0,14
21079,Garrard County,KY,56.7,13759.0,5
19101,Jefferson County,IA,52.4,15472.0,5
48399,Runnels County,TX,54.0,7885.0,4
72107,Orocovis Municipio,PR,86.9,16251.0,0
19129,Mills County,IA,64.0,11613.0,8
42063,Indiana County,PA,51.4,69004.0,26
12085,Martin County,FL,70.5,134916.0,206
05083,Logan County,AR,54.6,16897.0,4
06083,Santa Barbara County,CA,78.9,347943.0,38
18153,Sullivan County,IN,57.0,16744.0,9
01087,Macon County,AL,52.4,14972.0,1
36011,Cayuga County,NY,65.4,61675.0,12
13185,Lowndes County,GA,47.5,89086.0,5
51019,Bedford County,VA,52.2,63465.0,8
27141,Sherburne County,MN,53.4,71767.0,13
13305,Wayne County,GA,52.1,22665.0,5
06075,San Francisco County,CA,86.3,763379.0,30
26037,Clinton County,MI,66.3,62005.0,22
39073,Hocking County,OH,56.1,22123.0,8
37143,Perquimans County,NC,55.6,10957.0,1
19051,Davis County,IA,47.8,6349.0,3
21027,Breckinridge County,KY,56.8,15872.0,7
40123,Pontotoc County,OK,61.1,29074.0,3
41069,Wheeler County,OR,60.1,1147.0,1
28103,Noxubee County,MS,66.4,7862.0,2
39085,Lake County,OH,73.1,184715.0,98
05105,Perry County,AR,60.1,8097.0,1
30041,Hill County,MT,79.2,11891.0,0
19017,Bremer County,IA,68.6,19439.0,3
55015,Calumet County,WI,64.6,38423.0,11
13123,Gilmer County,GA,47.6,25438.0,10
47135,Perry County,TN,48.9,6283.0,2
22029,Concordia Parish,LA,50.0,14697.0,5
51610,Falls Church city,VA,66.0,10976.0,0
13129,Gordon County,GA,45.0,44119.0,22
21105,Hickman County,KY,42.5,3577.0,0
13017,Ben Hill County,GA,46.6,12605.0,3
17185,Wabash County,IL,58.9,8970.0,1
48347,Nacogdoches County,TX,56.0,50203.0,4
13233,Polk County,GA,47.7,31800.0,6
21051,Clay County,KY,51.9,15715.0,2
53017,Douglas County,WA,73.3,32246.0,1
27065,Kanabec County,MN,48.8,12837.0,8
17071,Henderson County,IL,55.8,5433.0,2
38065,Oliver County,ND,31.8,1464.0,0
39021,Champaign County,OH,54.6,30220.0,18
31043,Dakota County,NE,80.4,14192.0,0
37171,Surry County,NC,59.8,56811.0,30
01105,Perry County,AL,55.4,7056.0,-1
20065,Graham County,KS,58.0,1969.0,0
20069,Gray County,KS,58.1,4265.0,0
54073,Pleasants County,WV,59.3,6077.0,3
12047,Hamilton County,FL,40.0,11684.0,24
46045,Edmunds County,SD,54.7,2946.0,2
40095,Marshall County,OK,53.1,13028.0,1
16057,Latah County,ID,64.7,32723.0,3
37107,Lenoir County,NC,63.8,43423.0,3
28035,Forrest County,MS,50.4,57524.0,7
16017,Bonner County,ID,49.8,36726.0,16
45025,Chesterfield County,SC,43.1,35677.0,9
54055,Mercer County,WV,61.7,46591.0,25
26101,Manistee County,MI,67.3,20341.0,13
29221,Washington County,MO,37.8,19131.0,15
48333,Mills County,TX,52.1,3878.0,1
01133,Winston County,AL,26.2,18864.0,4
31057,Dundy County,NE,42.9,1387.0,0
05061,Howard County,AR,68.0,9749.0,2
51830,Williamsburg city,VA,43.4,13321.0,0
26059,Hillsdale County,MI,45.7,35791.0,7
06053,Monterey County,CA,81.5,321346.0,18
21217,Taylor County,KY,56.7,19994.0,6
31151,Saline County,NE,60.9,10542.0,0
13127,Glynn County,GA,60.2,67065.0,17
31033,Cheyenne County,NE,51.8,6881.0,0
13091,Dodge County,GA,40.2,16643.0,2
41071,Yamhill County,OR,71.3,83723.0,20
56041,Uinta County,WY,63.0,14474.0,3
51121,Montgomery County,VA,49.6,83465.0,4
20123,Mitchell County,KS,63.1,4619.0,1
51530,Buena Vista city,VA,0.0,5161.0,2
12077,Liberty County,FL,39.2,6902.0,9
36079,Putnam County,NY,80.0,79205.0,11
22089,St. Charles Parish,LA,66.6,40257.0,7
53049,Pacific County,WA,61.6,19033.0,5
13213,Murray County,GA,44.9,30292.0,7
17123,Marshall County,IL,65.8,9119.0,4
48277,Lamar County,TX,47.9,38086.0,10
13033,Burke County,GA,67.8,16641.0,4
12041,Gilchrist County,FL,42.5,14885.0,27
26095,Luce County,MI,50.3,5226.0,2
35003,Catron County,NM,49.9,3113.0,2
46079,Lake County,SD,56.7,10220.0,4
17155,Putnam County,IL,66.2,4596.0,0
47017,Carroll County,TN,57.9,21798.0,8
21219,Todd County,KY,52.8,9037.0,1
72055,Guanica Municipio,PR,75.5,12461.0,0
17161,Rock Island County,IL,69.6,110321.0,37
22107,Tensas Parish,LA,74.0,3363.0,0
18179,Wells County,IN,51.0,21337.0,3
41057,Tillamook County,OR,72.9,21952.0,5
35006,Cibola County,NM,77.8,20474.0,9
09003,Hartford County,CT,83.0,705457.0,193
26067,Ionia County,MI,55.3,50447.0,18
27149,Stevens County,MN,65.2,7702.0,1
01099,Monroe County,AL,50.8,16360.0,3
40103,Noble County,OK,73.8,8504.0,-1
13257,Stephens County,GA,49.7,20097.0,8
31025,Cass County,NE,70.1,20092.0,0
36049,Lewis County,NY,61.1,20288.0,4
12003,Baker County,FL,44.3,22239.0,65
13075,Cook County,GA,50.0,12946.0,1
01097,Mobile County,AL,58.8,316868.0,65
54095,Tyler County,WV,48.9,6932.0,2
32009,Esmeralda County,NV,45.1,750.0,0
13059,Clarke County,GA,50.5,106329.0,10
47091,Johnson County,TN,41.9,14782.0,10
21209,Scott County,KY,64.6,42718.0,7
32027,Pershing County,NV,40.4,5635.0,0
42097,Northumberland County,PA,65.8,73081.0,24
46063,Harding County,SD,23.9,988.0,0
08065,Lake County,CO,66.8,6521.0,0
47049,Fentress County,TN,40.5,14732.0,19
51590,Danville city,VA,41.6,31397.0,8
37199,Yancey County,NC,58.6,14782.0,9
30089,Sanders County,MT,44.1,10004.0,4
29099,Jefferson County,MO,51.7,173549.0,46
08051,Gunnison County,CO,75.1,14547.0,0
27085,McLeod County,MN,67.3,27717.0,6
24003,Anne Arundel County,MD,84.1,450317.0,133
26011,Arenac County,MI,59.7,12193.0,9
18093,Lawrence County,IN,58.3,35692.0,22
29185,St. Clair County,MO,40.2,7540.0,0
22109,Terrebonne Parish,LA,55.3,82718.0,16
